id,cle_stable,categorie,offset_ou_pointeur,ligne_script,layout,intervenant,texte_francais,texte_chinois_source,traduction_anglaise_rom_anglaise,confiance_alignement,historique_traduction,naturalise,corrige_d_apres_le_chinois,votre_verdict,votre_commentaire
D0076,MAIN:0x03499D,Dialogue en jeu,0x03499D,4138,dialogue_19_19,,Réveil reçu !,得到睡醒药,A S.Heal!,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0077,MAIN:0x0349B3,Dialogue en jeu,0x0349B3,5449,dialogue_19_19,,Antigel reçu !,得到冰冻药,Ice Heal!,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0078,MAIN:0x0349BF,Dialogue en jeu,0x0349BF,6214,dialogue_19_19,,Anti-Brûle reçu !,得到烧伤药,NON TRADUIT — texte chinois conservé dans la ROM anglaise,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0079,MAIN:0x0349CC,Dialogue en jeu,0x0349CC,4139,dialogue_19_19,,Total Soin reçu !,得到万能恢复,A Full Heal!,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0080,MAIN:0x0349DA,Dialogue en jeu,0x0349DA,4140,dialogue_19_19,,Rappel reçu !,得到精神药,A Revive!,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0081,MAIN:0x0349E5,Dialogue en jeu,0x0349E5,6215,dialogue_19_19,,Huile reçue !,得到PP提升,NON TRADUIT — texte chinois conservé dans la ROM anglaise,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0082,MAIN:0x0349F2,Dialogue en jeu,0x0349F2,6216,dialogue_19_19,,Huile Max reçue !,得到PP最大,NON TRADUIT — texte chinois conservé dans la ROM anglaise,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0083,MAIN:0x0349FF,Dialogue en jeu,0x0349FF,4141,dialogue_19_19,,Super Bonbon reçu !,得到神奇糖果,A Rare Candy!,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0084,MAIN:0x034A0D,Dialogue en jeu,0x034A0D,4142,dialogue_19_19,,Pierre Feu reçue !,得到火之石,Fire Stone!,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0085,MAIN:0x034A19,Dialogue en jeu,0x034A19,4143,dialogue_19_19,,Pierre Eau reçue !,得到水之石,Water Stone,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0086,MAIN:0x034A25,Dialogue en jeu,0x034A25,4144,dialogue_19_19,,"Pierre Foudre
reçue !",得到雷之石,Thun.Stone!,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0087,MAIN:0x034A31,Dialogue en jeu,0x034A31,4145,dialogue_19_19,,"Pierre Plante
reçue !",得到叶之石,Leaf Stone!,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0088,MAIN:0x034A3D,Dialogue en jeu,0x034A3D,4146,dialogue_19_19,,Pierre Lune reçue !,得到月之石,Moon Stone!,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0089,MAIN:0x034A49,Dialogue en jeu,0x034A49,6217,dialogue_19_19,,Colis Chen reçu !,得到包裹,NON TRADUIT — texte chinois conservé dans la ROM anglaise,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0090,MAIN:0x034A52,Dialogue en jeu,0x034A52,6219,dialogue_19_19,,Pokédex reçu !,得到精灵图鉴,NON TRADUIT — texte chinois conservé dans la ROM anglaise,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0091,MAIN:0x034A60,Dialogue en jeu,0x034A60,6220,dialogue_19_19,,Carte reçue !,得到地图,NON TRADUIT — texte chinois conservé dans la ROM anglaise,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0092,MAIN:0x034A6A,Dialogue en jeu,0x034A6A,6221,dialogue_19_19,,Nautile reçu !,得到菊石化石,NON TRADUIT — texte chinois conservé dans la ROM anglaise,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0093,MAIN:0x034A78,Dialogue en jeu,0x034A78,6223,dialogue_19_19,,Fossile Dôme reçu !,得到盔甲化石,NON TRADUIT — texte chinois conservé dans la ROM anglaise,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0094,MAIN:0x034A86,Dialogue en jeu,0x034A86,6224,dialogue_19_19,,Passe Bateau reçu !,得到船票,NON TRADUIT — texte chinois conservé dans la ROM anglaise,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0095,MAIN:0x034A90,Dialogue en jeu,0x034A90,6225,dialogue_19_19,,Eau Fraîche reçue !,得到矿泉水,NON TRADUIT — texte chinois conservé dans la ROM anglaise,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0096,MAIN:0x034A9C,Dialogue en jeu,0x034A9C,6226,dialogue_19_19,,Scope Sylphe reçu !,得到精灵眼镜,NON TRADUIT — texte chinois conservé dans la ROM anglaise,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0097,MAIN:0x034AAA,Dialogue en jeu,0x034AAA,6227,dialogue_19_19,,Poké Flûte reçue !,得到精灵笛,NON TRADUIT — texte chinois conservé dans la ROM anglaise,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0098,MAIN:0x034AB6,Dialogue en jeu,0x034AB6,6228,dialogue_19_19,,Dent d'Or reçue !,得到金牙,NON TRADUIT — texte chinois conservé dans la ROM anglaise,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0099,MAIN:0x034AC0,Dialogue en jeu,0x034AC0,6229,dialogue_19_19,,"Ticket Mystik
reçu !",得到梦幻船票,NON TRADUIT — texte chinois conservé dans la ROM anglaise,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0100,MAIN:0x034ACE,Dialogue en jeu,0x034ACE,6230,dialogue_19_19,CS01,CS01 : Coupe !,得到居合斩,NON TRADUIT — texte chinois conservé dans la ROM anglaise,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0101,MAIN:0x034ADA,Dialogue en jeu,0x034ADA,6231,dialogue_19_19,CS02,CS02 : Vol !,得到飞天术,NON TRADUIT — texte chinois conservé dans la ROM anglaise,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0102,MAIN:0x034C03,Dialogue en jeu,0x034C03,6232,dialogue_19_19,,Bienvenue !,欢迎!,NON TRADUIT — texte chinois conservé dans la ROM anglaise,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0103,MAIN:0x034C09,Dialogue en jeu,0x034C09,6233,dialogue_19_19,,"Bienvenue !
Au Centre Pokémon,
nous soignons tous
les Pokémon !",欢迎!到精灵中心可以恢复精灵的体力.,NON TRADUIT — texte chinois conservé dans la ROM anglaise,high,adapté d'après les dialogues officiels R/B/J (FR),oui,oui,,
D0104,MAIN:0x034C2D,Dialogue en jeu,0x034C2D,6239,dialogue_19_19,,"Merci !
Toute ton équipe
a la super pêche !
À bientôt !",您的精灵都精神了!!欢迎光临!!,NON TRADUIT — texte chinois conservé dans la ROM anglaise,high,adapté d'après les dialogues officiels R/B/J (FR),oui,oui,,
D0105,MAIN:0x034C4B,Dialogue en jeu,0x034C4B,6245,dialogue_19_19,,"Désolé, les combats
ne sont pas encore
disponibles ici...","对不起,因为机能所限这里暂时不能够对战...",NON TRADUIT — texte chinois conservé dans la ROM anglaise,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0106,MAIN:0x034C75,Dialogue en jeu,0x034C75,6250,dialogue_19_19,,"La machine de Troc
est aussi en panne.
Reviens plus tard.",交换机器也坏了...下次再来看看吧,NON TRADUIT — texte chinois conservé dans la ROM anglaise,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0107,MAIN:0x034C96,Dialogue en jeu,0x034C96,6255,dialogue_19_19,,"Salut !
Je peux t'aider ?",欢迎!买东西吗?,NON TRADUIT — texte chinois conservé dans la ROM anglaise,high,adapté d'après les dialogues officiels R/B/J (FR),oui,oui,,
D0108,MAIN:0x034CA6,Dialogue en jeu,0x034CA6,6257,dialogue_19_19,,"Merci !
À bientôt !",谢谢惠顾!!,NON TRADUIT — texte chinois conservé dans la ROM anglaise,high,adapté d'après les dialogues officiels R/B/J (FR),oui,oui,,
D0109,MAIN:0x034CB3,Dialogue en jeu,0x034CB3,5187,dialogue_19_19,,"Moi aussi, j'élève
des Pokémon forts.
Fini les brimades !",我也在养育精灵!变强的话就不会让人欺负,Technology's great!You can now store and recall items and Pok@mon as data via PC!,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0110,MAIN:0x034D08,Dialogue en jeu,0x034D08,5201,dialogue_19_19,,Poké Balls en vente au Magasin !,需要买抓精灵的精灵球时请到商店!,See those ledges? It's a bit scary but you can jump from them.,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0111,MAIN:0x034D3A,Dialogue en jeu,0x034D3A,5212,dialogue_19_19,,"Un Pokémon choyé
s'attachera à toi.",精灵好好培养的话会很亲近的,jump from them.,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0112,MAIN:0x034D4C,Dialogue en jeu,0x034D4C,5225,dialogue_19_19,,"Voler fait peur,
mais te ramène vite
à Bourg Palette.",在空中飞行有点害怕...但一下就能回到真新镇,"Hi! I work at the Pok@Mart. It's a convenient shop,youshould come and visit us.",high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0113,MAIN:0x034DA2,Dialogue en jeu,0x034DA2,5355,dialogue_19_19,,"Chenipan n'est pas venimeux. Aspicot, si !","虫属性的精灵有两种类型,绿毛虫没有毒,独角虫有毒","Using Pok@balls,youcan carry and use Pok@mon any time, anywhere!",high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0114,MAIN:0x034DE5,Dialogue en jeu,0x034DE5,5241,dialogue_19_19,,"Cette Arène Pokémon
reste fermée.
Qui est donc
le Champion ?",我从没见过这家道场的首领,"This GYM is always closed, I wonder who the Leader is?",high,adapté d'après les dialogues officiels R/B/J (FR),oui,oui,,
D0115,MAIN:0x034E1E,Dialogue en jeu,0x034E1E,5368,dialogue_19_19,,"Un os de dragon !
Je l'ai trouvé !","太好了,找到了龙骨",I like this museum.,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0116,MAIN:0x034E32,Dialogue en jeu,0x034E32,5369,dialogue_19_19,,Une Potion soigne les Pokémon épuisés.,"伤药很好,当精灵没有体力时可以使用",My Dad loves Pok@mon too.,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0117,MAIN:0x034E55,Dialogue en jeu,0x034E55,6258,dialogue_19_19,,"Rattata est petit,
mais ses crocs
sont redoutables !",小拉达很小但前牙很厉害,NON TRADUIT — texte chinois conservé dans la ROM anglaise,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0118,MAIN:0x034E6D,Dialogue en jeu,0x034E6D,6263,dialogue_19_19,,"La Forêt de Jade
est un vrai
labyrinthe.
Sois prudent !","常青森林是天然的迷宫,小心啊",NON TRADUIT — texte chinois conservé dans la ROM anglaise,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0119,MAIN:0x034E8B,Dialogue en jeu,0x034E8B,5248,dialogue_19_19,,"La capacité Coupe
tranche ces arbres.",道路上经常会有小树吧?用精灵的技能可以砍断的,The HM Flash lightseven the darkest caves.,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0120,MAIN:0x034EB8,Dialogue en jeu,0x034EB8,6268,dialogue_19_19,,"Certains Pokémon
vivent seulement
dans les forêts
ou les grottes.
Explore partout
pour les trouver !",有的精灵只在森林或者洞穴生活要得到更多的精灵就要多走走,NON TRADUIT — texte chinois conservé dans la ROM anglaise,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0121,MAIN:0x034EEF,Dialogue en jeu,0x034EEF,6273,dialogue_19_19,,"Cette grotte est
très sombre.
Avec Flash,
un Pokémon peut
l'éclairer.","说起石山矿野很黑的,精灵用闪光术能看清吧",NON TRADUIT — texte chinois conservé dans la ROM anglaise,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0122,MAIN:0x034F18,Dialogue en jeu,0x034F18,5386,dialogue_19_19,,"Ah... Ces machines
sont captivantes...",啊...游戏机很让人着迷啊...,Poliwrath is my best friend!,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0123,MAIN:0x034F38,Dialogue en jeu,0x034F38,5257,dialogue_19_19,,"Les Scouts d'ici
sont forts.
Mais Pierre est
redoutable !",尼比市的捉虫少年和道馆的小刚不一样!!,Did you check out the Museum?,high,adapté d'après les dialogues officiels R/B/J (FR),oui,oui,,
D0124,MAIN:0x034F66,Dialogue en jeu,0x034F66,4207,dialogue_19_19,,"Pas de Pokémon
sauvage au jardin !",不要让野生的精灵进入花坛,Welcome to Pewter City.,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0125,MAIN:0x034F7F,Dialogue en jeu,0x034F7F,4217,dialogue_19_19,,"Ce Pokémon, je l'ai eu par échange.",我的精灵是和别人交换的,This road leads to Route 3.,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0126,MAIN:0x034F9B,Dialogue en jeu,0x034F9B,4222,dialogue_19_19,,"Certains Pokémon
n'obéissent pas...
Un Badge aiderait !",有些精灵不听话...要是有徽章的话!,I heard Team Rocketis at Mt.Moon!,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0127,MAIN:0x034FBD,Dialogue en jeu,0x034FBD,4229,dialogue_19_19,,L'enfant paie 50 $. Tu veux visiter ?,"小孩子需要50元,参观吗?",Tickets are 50$.,high,adapté d'après les dialogues officiels R/B/J (FR),oui,oui,,
D0128,MAIN:0x034FCE,Dialogue en jeu,0x034FCE,4234,dialogue_19_19,,50 $ reçus. Merci !,"好的,50元收下了!",Enjoy your visit!,high,adapté d'après les dialogues officiels R/B/J (FR),oui,oui,,
D0129,MAIN:0x034FE0,Dialogue en jeu,0x034FE0,6280,dialogue_19_19,,À bientôt !,再来啊,NON TRADUIT — texte chinois conservé dans la ROM anglaise,high,adapté d'après les dialogues officiels R/B/J (FR),oui,oui,,
D0130,MAIN:0x034FE7,Dialogue en jeu,0x034FE7,4235,dialogue_19_19,,"Ce mois-ci, on part dans l'espace !",这个月要去宇宙中,Team Rocket is always in the news!,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0131,MAIN:0x03500E,Dialogue en jeu,0x03500E,4236,dialogue_19_19,,Trop de Pokémon ? Envoie-les au PC.,当精灵抓到很多带不了时使用电脑通信存放好,You can carry six Pok@mon at the most,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0132,MAIN:0x035035,Dialogue en jeu,0x035035,4241,dialogue_19_19,,"Tu peux voyager
avec six Pokémon.",能带着的精灵是六只,See ya around kid!,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0133,MAIN:0x035048,Dialogue en jeu,0x035048,4247,dialogue_19_19,,"J'entends souvent
d'étranges bruits.",我很害怕...我经常在这里听到奇怪的声音,Only the Pok@mon champion is allowedin here!,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0134,MAIN:0x035077,Dialogue en jeu,0x035077,6281,dialogue_19_19,,"Ces pauvres gens
ont été volés.
L'odieuse
Team Rocket
est derrière tout
ça. Même la police
a du mal à lutter !","太不幸了,这家人被偷了!是火箭队干的!即使是警察也拿火箭队没办法!",NON TRADUIT — texte chinois conservé dans la ROM anglaise,high,adapté d'après les dialogues officiels R/B/J (FR),oui,oui,,
D0135,MAIN:0x0350BD,Dialogue en jeu,0x0350BD,4257,dialogue_19_19,,"Toi aussi, tu as des Pokémon ? Entraîne-les bien !",你也有精灵吗!好好磨练吧!,Welcome to Ceruleancity!,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0136,MAIN:0x0350D6,Dialogue en jeu,0x0350D6,5292,dialogue_19_19,,Tu veux compléter ton Pokédex ? Génial !,啊...!在完成精灵图鉴吗?太好了,Girl:The life of a trainer is tough isn't it?,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0137,MAIN:0x035106,Dialogue en jeu,0x035106,4262,dialogue_19_19,,"Rouler à vélo, c'est un vrai plaisir !",你好!骑自行车的心情你知道吗?,I care for injured Pok@mon.,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0138,MAIN:0x035122,Dialogue en jeu,0x035122,6294,dialogue_19_19,,Mon vélo est magnifique !,我的自行车很漂亮哦,NON TRADUIT — texte chinois conservé dans la ROM anglaise,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0139,MAIN:0x03513A,Dialogue en jeu,0x03513A,4267,dialogue_19_19,,"La Team Rocket fait
creuser les Pokémon
pour une raison...
Pas nette !",火箭队让精灵挖洞一定有什么事!,Why would they do this!?,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0140,MAIN:0x035154,Dialogue en jeu,0x035154,5298,dialogue_19_19,,"Sans l'objet volé, il faudra tout abandonner...",找不到被偷的东西就只有放弃了,"Those miserable Rockets! They stoleour ""Dig"" TM!",high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0141,MAIN:0x035188,Dialogue en jeu,0x035188,6299,dialogue_19_19,,"Pff... Rien de neuf
ces temps-ci...",哎...最近没有发生什么事情...,NON TRADUIT — texte chinois conservé dans la ROM anglaise,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0142,MAIN:0x0351AC,Dialogue en jeu,0x0351AC,6304,dialogue_19_19,,"Je n'arrive pas
à bien élever
mon Bulbizarre...",我老是培育不好我的妙娃种子...,NON TRADUIT — texte chinois conservé dans la ROM anglaise,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
D0143,MAIN:0x0351CB,Dialogue en jeu,0x0351CB,6313,dialogue_19_19,,"Fais évoluer
tes Pokémon :
le Pokédex avance !",让精灵进化图鉴可以增加...,NON TRADUIT — texte chinois conservé dans la ROM anglaise,high,corrigé d'après le chinois + naturalisé en français,oui,oui,,
