pointer_reference_hex,chinese_target_hex,chinese_record_index,chinese_text,english_target_hex,english_entry_index,english_offset_hex,english_storage,english_text,fidelity_status,review_note
0x0309C7,0x030BED,234,"
超音蝠",0x036132,920,0x036132,ascii,Zubat,pending_semantic_review,
0x0309C9,0x030BF5,235,"
大嘴蝠",0x036138,921,0x036138,ascii,Golbat,pending_semantic_review,
0x0309CB,0x030BFD,236,"
走路草",0x03613F,922,0x03613F,ascii,Oddish,pending_semantic_review,
0x0309CD,0x030C05,237,"
臭臭花",0x036146,923,0x036146,ascii,Gloom,pending_semantic_review,
0x0309CF,0x030C0D,238,"
霸王花",0x03614C,924,0x03614C,ascii,Vileplume,pending_semantic_review,
0x0309D1,0x030C15,239,"
派拉斯",0x036156,,,,,unresolved_alignment,
0x0309D3,0x030C1D,240,"
派拉斯特",0x03615C,,,,,unresolved_alignment,
0x0309D5,0x030C27,241,"
毛球",0x036165,925,0x036165,ascii,Venonat,pending_semantic_review,
0x0309D7,0x030C2D,242,"
末入蛾",0x03616D,926,0x03616D,ascii,Venomoth,pending_semantic_review,
0x0309D9,0x030C35,243,"
地鼠",0x036176,927,0x036176,ascii,Diglett,pending_semantic_review,
0x0309DB,0x030C3B,244,"
三地鼠",0x03617E,928,0x03617E,ascii,Dugtrio,pending_semantic_review,
0x0309DD,0x030C43,245,"
喵喵",0x036186,929,0x036186,ascii,Meowth,pending_semantic_review,
0x0309DF,0x030C49,246,"
猫老大",0x03618D,,,,,unresolved_alignment,
0x0309E1,0x030C51,247,"
可达鸭",0x036195,930,0x036195,ascii,Psyduck,pending_semantic_review,
0x0309E3,0x030C59,248,"
哥达鸭",0x03619D,931,0x03619D,ascii,Golduck,pending_semantic_review,
0x0309E5,0x030C61,249,"
猴怪",0x0361A5,932,0x0361A5,ascii,Mankey,pending_semantic_review,
0x0309E7,0x030C67,250,"
火暴猴",0x0361AC,933,0x0361AC,ascii,Primeape,pending_semantic_review,
0x0309E9,0x030C6F,251,"
卡蒂狗",0x0361B5,934,0x0361B5,ascii,Growlithe,pending_semantic_review,
0x0309EB,0x030C77,252,"
风速犬",0x0361BF,935,0x0361BF,ascii,Arcanine,pending_semantic_review,
0x0309ED,0x030C7F,253,"
蚊香蝌蚪",0x0361C8,936,0x0361C8,ascii,Poliwag,pending_semantic_review,
0x0309EF,0x030C89,254,"
蚊香蛙",0x0361D0,937,0x0361D0,ascii,Poliwhirl,pending_semantic_review,
0x0309F1,0x030C91,255,"
快泳蛙",0x0361DA,938,0x0361DA,ascii,Poliwrath,pending_semantic_review,
0x0309F3,0x030C99,256,"
凯西",0x0361E4,,,,,unresolved_alignment,
0x0309F5,0x030C9F,257,"
勇吉拉",0x0361E9,,,,,unresolved_alignment,
0x0309F7,0x030CA7,258,"
胡地",0x0361F1,,,,,unresolved_alignment,
0x0309F9,0x030CAD,259,"
腕力",0x0361FA,939,0x0361FA,ascii,Machop,pending_semantic_review,
0x0309FB,0x030CB3,260,"
豪力",0x036201,940,0x036201,ascii,Machoke,pending_semantic_review,
0x0309FD,0x030CB9,261,"
怪力",0x036209,941,0x036209,ascii,Machamp,pending_semantic_review,
0x0309FF,0x030CBF,262,"
喇叭芽",0x036211,942,0x036211,ascii,Bellsprout,pending_semantic_review,
0x030A01,0x030CC7,263,"
口袋花",0x03621C,943,0x03621C,ascii,Weepinbell,pending_semantic_review,
0x030A03,0x030CCF,264,"
大食花",0x036227,944,0x036227,ascii,Victreebel,pending_semantic_review,
0x030A05,0x030CD7,265,"
玛瑙水母",0x036232,,,,,unresolved_alignment,
0x030A07,0x030CE1,266,"
毒刺水母",0x03623C,,,,,unresolved_alignment,
0x030A09,0x030CEB,267,"
小拳石",0x036247,945,0x036247,ascii,Geodude,pending_semantic_review,
0x030A0B,0x030CF3,268,"
隆隆石",0x03624F,946,0x03624F,ascii,Graveler,pending_semantic_review,
0x030A0D,0x030CFB,269,"
隆隆岩",0x036258,947,0x036258,ascii,Golem,pending_semantic_review,
0x030A0F,0x030D03,270,"
小火马",0x03625E,,,,,unresolved_alignment,
0x030A11,0x030D0B,271,"
烈焰马",0x036265,948,0x036265,ascii,Rapidash,pending_semantic_review,
0x030A13,0x030D13,272,"
呆呆兽",0x03626E,949,0x03626E,ascii,Slowpoke,pending_semantic_review,
0x030A15,0x030D1B,273,"
呆河马",0x036277,950,0x036277,ascii,Slowbro,pending_semantic_review,
0x030A17,0x030D23,274,"
小磁怪",0x03627F,951,0x03627F,ascii,Magnemite,pending_semantic_review,
0x030A19,0x030D2B,275,"
三一磁怪",0x036289,952,0x036289,ascii,Magneton,pending_semantic_review,
0x030A1B,0x030D35,276,"
大葱鸭",0x036292,953,0x036292,ascii,Farfetch'd,pending_semantic_review,
0x030A1D,0x030D3D,277,"
多多",0x03629D,,,,,unresolved_alignment,
0x030A1F,0x030D43,278,"
多多利",0x0362A3,,,,,unresolved_alignment,
0x030A21,0x030D4B,279,"
小海狮",0x0362AA,954,0x0362AA,ascii,Seel,pending_semantic_review,
0x030A23,0x030D53,280,"
白海狮",0x0362AF,955,0x0362AF,ascii,Dewgong,pending_semantic_review,
0x030A25,0x030D5B,281,"
臭泥",0x0362B7,956,0x0362B7,ascii,Grimer,pending_semantic_review,
0x030A27,0x030D61,282,"
臭臭泥",0x0362BE,957,0x0362BE,ascii,Muk,pending_semantic_review,
0x030A29,0x030D69,283,"
大舌贝",0x0362C2,958,0x0362C2,ascii,Shellder,pending_semantic_review,
0x030A2B,0x030D71,284,"
铁甲贝",0x0362CB,959,0x0362CB,ascii,Cloyster,pending_semantic_review,
0x030A2D,0x030D79,285,"
鬼斯",0x0362D4,960,0x0362D4,ascii,Gastly,pending_semantic_review,
0x030A2F,0x030D7F,286,"
鬼斯通",0x0362DB,961,0x0362DB,ascii,Haunter,pending_semantic_review,
0x030A31,0x030D87,287,"
耿鬼",0x0362E3,962,0x0362E3,ascii,Gengar,pending_semantic_review,
0x030A33,0x030D8D,288,"
大岩蛇",0x0362EA,,,,,unresolved_alignment,
0x030A35,0x030D95,289,"
素利普",0x0362EF,963,0x0362EF,ascii,Drowzee,pending_semantic_review,
0x030A37,0x030D9D,290,"
素利拍",0x0362F7,964,0x0362F7,ascii,Hypno,pending_semantic_review,
0x030A39,0x030DA5,291,"
大钳蟹",0x0362FD,,,,,unresolved_alignment,
0x030A3B,0x030DAD,292,"
巨钳蟹",0x036304,965,0x036304,ascii,Kingler,pending_semantic_review,
0x030A3D,0x030DB5,293,"
雷电球",0x03630C,966,0x03630C,ascii,Voltorb,pending_semantic_review,
0x030A3F,0x030DBD,294,"
顽皮弹",0x036314,967,0x036314,ascii,Electrode,pending_semantic_review,
0x030A41,0x030DC5,295,"
蛋蛋",0x03631E,968,0x03631E,ascii,Exeggcute,pending_semantic_review,
0x030A43,0x030DCB,296,"
椰蛋树",0x036328,969,0x036328,ascii,Exeggutor,pending_semantic_review,
0x030A45,0x030DD3,297,"
可拉可拉",0x036332,970,0x036332,ascii,Cubone,pending_semantic_review,
0x030A47,0x030DDD,298,"
嘎拉嘎拉",0x036339,971,0x036339,ascii,Marowak,pending_semantic_review,
0x030A49,0x030DE7,299,"
沙瓦郎",0x036341,972,0x036341,ascii,Hitmonlee,pending_semantic_review,
0x030A4B,0x030DEF,300,"
艾比郎",0x03634B,973,0x03634B,ascii,Hitmonchan,pending_semantic_review,
0x030A4D,0x030DF7,301,"
大舌头",0x036356,974,0x036356,ascii,Lickitung,pending_semantic_review,
0x030A4F,0x030DFF,302,"
瓦斯弹",0x036360,975,0x036360,ascii,Koffing,pending_semantic_review,
0x030A51,0x030E07,303,"
双弹瓦斯",0x036368,976,0x036368,ascii,Weezing,pending_semantic_review,
0x030A53,0x030E11,304,"
铁甲犀牛",0x036370,977,0x036370,ascii,Rhyhorn,pending_semantic_review,
0x030A55,0x030E1B,305,"
铁甲暴龙",0x036378,978,0x036378,ascii,Rhydon,pending_semantic_review,
0x030A57,0x030E25,306,"
吉利蛋",0x03637F,979,0x03637F,ascii,Chansey,pending_semantic_review,
0x030A59,0x030E2D,307,"
蔓藤怪",0x036387,980,0x036387,ascii,Tangela,pending_semantic_review,
0x030A5B,0x030E35,308,"
袋龙",0x03638F,981,0x03638F,ascii,Kangaskhan,pending_semantic_review,
0x030A5D,0x030E3B,309,"
墨海马",0x03639A,982,0x03639A,ascii,Horsea,pending_semantic_review,
0x030A5F,0x030E43,310,"
海刺龙",0x0363A1,983,0x0363A1,ascii,Seadra,pending_semantic_review,
0x030A61,0x030E4B,311,"
角金鱼",0x0363A8,984,0x0363A8,ascii,Goldeen,pending_semantic_review,
0x030A63,0x030E53,312,"
金鱼王",0x0363B0,985,0x0363B0,ascii,Seaking,pending_semantic_review,
0x030A65,0x030E5B,313,"
海星星",0x0363B8,986,0x0363B8,ascii,Staryu,pending_semantic_review,
0x030A67,0x030E63,314,"
宝石海星",0x0363BF,987,0x0363BF,ascii,Starmie,pending_semantic_review,
0x030A69,0x030E6D,315,"
吸盘魔偶",0x0363C7,988,0x0363C7,ascii,Mr.Mime,pending_semantic_review,
0x030A6B,0x030E77,316,"
飞天螳螂",0x0363CF,989,0x0363CF,ascii,Scyther,pending_semantic_review,
0x030A6D,0x030E81,317,"
迷唇姐",0x0363D7,990,0x0363D7,ascii,Jynx,pending_semantic_review,
0x030A6F,0x030E89,318,"
电击兽",0x0363DC,991,0x0363DC,ascii,Electabuz,pending_semantic_review,
0x030A71,0x030E91,319,"
鸭嘴火龙",0x0363E6,,,,,unresolved_alignment,
0x030A73,0x030E9B,320,"
大甲",0x0363ED,992,0x0363ED,ascii,Pinsir,pending_semantic_review,
0x030A75,0x030EA1,321,"
肯泰罗",0x0363F4,,,,,unresolved_alignment,
0x030A77,0x030EA9,322,"
鲤鱼王",0x0363FB,993,0x0363FB,ascii,Magikarp,pending_semantic_review,
0x030A79,0x030EB1,323,"
暴鲤龙",0x036404,994,0x036404,ascii,Gyarados,pending_semantic_review,
0x030A7B,0x030EB9,324,"
乘龙",0x03640D,995,0x03640D,ascii,Lapras,pending_semantic_review,
0x030A7D,0x030EBF,325,"
百变怪",0x036414,996,0x036414,ascii,Ditto,pending_semantic_review,
0x030A7F,0x030EC7,326,"
伊布",0x03641A,997,0x03641A,ascii,Eevee,pending_semantic_review,
0x030A81,0x030ECD,327,"
水精灵",0x036420,998,0x036420,ascii,Vaporeon,pending_semantic_review,
0x030A83,0x030ED5,328,"
雷精灵",0x036429,999,0x036429,ascii,Jolteon,pending_semantic_review,
0x030A85,0x030EDD,329,"
火精灵",0x036431,1000,0x036431,ascii,Flareon,pending_semantic_review,
0x030A87,0x030EE5,330,"
三地龙",0x036439,,,,,unresolved_alignment,
0x030A89,0x030EED,331,"
菊石兽",0x036441,1001,0x036441,ascii,Omanyte,pending_semantic_review,
0x030A8B,0x030EF5,332,"
多刺菊石",0x036449,1002,0x036449,ascii,Omastar,pending_semantic_review,
0x030A8D,0x030EFF,333,"
化石盔",0x036451,1003,0x036451,ascii,Kabuto,pending_semantic_review,
0x030A8F,0x030F07,334,"
镰刀盔",0x036458,,,,,unresolved_alignment,
0x030A91,0x030F0F,335,"
化石翼龙",0x036461,1004,0x036461,ascii,Aerodactyl,pending_semantic_review,
0x030A93,0x030F19,336,"
卡比兽",0x03646C,1005,0x03646C,ascii,Snorlax,pending_semantic_review,
0x030A95,0x030F21,337,"
急冻鸟",0x036474,1006,0x036474,ascii,Articuno,pending_semantic_review,
0x030A97,0x030F29,338,"
闪电鸟",0x03647D,1007,0x03647D,ascii,Zapdos,pending_semantic_review,
0x030A99,0x030F31,339,"
火焰鸟",0x036484,1008,0x036484,ascii,Moltres,pending_semantic_review,
0x030A9B,0x030F39,340,"
迷你龙",0x03648C,1009,0x03648C,ascii,Dratini,pending_semantic_review,
0x030A9D,0x030F41,341,"
哈克龙",0x036494,1010,0x036494,ascii,Dragonair,pending_semantic_review,
0x030A9F,0x030F49,342,"
快龙",0x03649E,1011,0x03649E,ascii,Dragonite,pending_semantic_review,
0x030AA1,0x030F4F,343,"
超梦",0x0364A8,,,,,unresolved_alignment,
0x030AA3,0x030F55,344,"
梦幻",0x0364AF,,,,,unresolved_alignment,
0x030AA5,0x030F5B,345,"
雷皇",0x0364B3,,,,,unresolved_alignment,
0x030AA7,0x030F61,346,"
炎帝",0x0364BA,,,,,unresolved_alignment,
0x030AA9,0x030F67,347,"
水君",0x0364C0,,,,,unresolved_alignment,
0x030AAB,0x030F6D,348,"
路基亚",0x0364C8,,,,,unresolved_alignment,
0x030AAD,0x030F75,349,"
七彩凤凰",0x0364CE,,,,,unresolved_alignment,
0x030AAF,0x030F7F,350,"
海皇牙",0x0364D4,,,,,unresolved_alignment,
0x030AB1,0x030F87,351,"
古拉顿",0x0364DB,,,,,unresolved_alignment,
0x030AB3,0x030F8F,352,"
天空龙",0x0364E3,,,,,unresolved_alignment,
0x030F9B,0x031101,353,"
火炎车",0x031101,159,0x031101,graphical_codes,<B0C7><B0C9><B0CB>,english_graphical_residual,La cible anglaise conserve des codes graphiques.
0x030F9D,0x031109,354,"
炎之拳",0x031108,160,0x031108,graphical_codes,<B0CD><B0CF><B0D1>,english_graphical_residual,La cible anglaise conserve des codes graphiques.
0x030F9F,0x031111,355,"
火炎放射",0x03110F,161,0x03110F,graphical_codes,<B0D3><B0D5><B0D7><B0D9>,english_graphical_residual,La cible anglaise conserve des codes graphiques.
0x030FA1,0x03111B,356,"
神圣火焰",0x031118,162,0x031118,graphical_codes,<B0DB><B0DD><B0DF>,english_graphical_residual,La cible anglaise conserve des codes graphiques.
0x030FA3,0x031125,357,"
大文字烧",0x03111F,163,0x03111F,graphical_codes,<B0E1><B0E3><B0E5>,english_graphical_residual,La cible anglaise conserve des codes graphiques.
0x030FA5,0x03112F,358,"
喷火",0x031126,164,0x031126,ascii,Erupt,pending_semantic_review,
0x030FA7,0x031135,359,"
鬼火",0x03112C,165,0x03112C,ascii,Wisp,pending_semantic_review,
0x030FA9,0x03113B,360,"
泡泡",0x031131,166,0x031131,ascii,Bubble,pending_semantic_review,
0x030FAB,0x031141,361,"
水枪",0x031138,167,0x031138,graphical_codes,<B561><B563><B565>,english_graphical_residual,La cible anglaise conserve des codes graphiques.
0x030FAD,0x031147,362,"
水之波动",0x031142,168,0x031142,graphical_codes,<B0E7><B0E9><B0EB>,english_graphical_residual,La cible anglaise conserve des codes graphiques.
0x030FAF,0x031151,363,"
泡泡光线",0x031149,169,0x031149,graphical_codes,<B0ED><B0EF><B0F1>,english_graphical_residual,La cible anglaise conserve des codes graphiques.
0x030FB1,0x03115B,364,"
墨汁炮",0x031150,170,0x031150,graphical_codes,<B567><B569><B56B>,english_graphical_residual,La cible anglaise conserve des codes graphiques.
0x030FB3,0x031163,365,"
大钳槌",0x03115A,171,0x03115A,graphical_codes,<B0F3><B0F5><B0F7>,english_graphical_residual,La cible anglaise conserve des codes graphiques.
0x030FB5,0x03116B,366,"
冲浪",0x031161,,,,,unresolved_alignment,
0x030FB7,0x031171,367,"
高压水泵",0x031166,172,0x031166,graphical_codes,<B56D><B56F><B571>,english_graphical_residual,La cible anglaise conserve des codes graphiques.
0x030FB9,0x03117B,368,"
喷水",0x031170,173,0x031170,graphical_codes,<B0F9><B0FB><B0FD>,english_graphical_residual,La cible anglaise conserve des codes graphiques.
0x030FBB,0x031181,369,"
贝壳夹",0x031177,174,0x031177,ascii,Clamp,pending_semantic_review,
0x030FBD,0x031189,370,"
躲进贝壳",0x03117D,175,0x03117D,ascii,Withdraw,pending_semantic_review,
0x030FBF,0x031193,371,"
电气",0x031186,176,0x031186,graphical_codes,<B1A1><B1A3><B1A5><B1A7>,english_graphical_residual,La cible anglaise conserve des codes graphiques.
0x030FC1,0x031199,372,"
电击波",0x03118F,177,0x03118F,graphical_codes,<B1A9><B1AB><B1AD>,english_graphical_residual,La cible anglaise conserve des codes graphiques.
0x030FC3,0x0311A1,373,"
电火花",0x031196,178,0x031196,ascii,Spark,pending_semantic_review,
0x030FC5,0x0311A9,374,"
闪电拳",0x03119C,179,0x03119C,graphical_codes,<B1AF><B1B1><B1B3><B1B5>,english_graphical_residual,La cible anglaise conserve des codes graphiques.
0x030FC7,0x0311B1,375,"
十万伏特",0x0311A5,180,0x0311A5,graphical_codes,<B1B7><B1B9><B1BB><B1BD>,english_graphical_residual,La cible anglaise conserve des codes graphiques.
0x030FC9,0x0311BB,376,"
电磁炮",0x0311AE,181,0x0311AE,graphical_codes,<B1BF><B1C1><B1C3>,english_graphical_residual,La cible anglaise conserve des codes graphiques.
0x030FCB,0x0311C3,377,"
高压电击",0x0311B5,182,0x0311B5,graphical_codes,<B1C5><B1C7><B1C9>,english_graphical_residual,La cible anglaise conserve des codes graphiques.
0x030FCD,0x0311CD,378,"
雷电",0x0311BC,183,0x0311BC,ascii,Thunder,pending_semantic_review,
0x030FCF,0x0311D3,379,"
电磁波",0x0311C4,184,0x0311C4,graphical_codes,<B1CB><B1CD><B1CF><B1D1>,english_graphical_residual,La cible anglaise conserve des codes graphiques.
0x030FD1,0x0311DB,380,"
吸取",0x0311CD,185,0x0311CD,ascii,Avsorb,pending_semantic_review,
0x030FD3,0x0311E1,381,"
百力吸取",0x0311D4,186,0x0311D4,graphical_codes,<B1D3><B1D5><B1D7>,english_graphical_residual,La cible anglaise conserve des codes graphiques.
0x030FD5,0x0311EB,382,"
亿力吸取",0x0311DB,187,0x0311DB,graphical_codes,<B1D9><B1DB><B1DD>,english_graphical_residual,La cible anglaise conserve des codes graphiques.
0x030FD7,0x0311F5,383,"
蔓藤鞭",0x0311E2,188,0x0311E2,graphical_codes,<B573><B575>,english_graphical_residual,La cible anglaise conserve des codes graphiques.
0x030FD9,0x0311FD,384,"
飞叶快刀",0x0311EC,190,0x0311EC,graphical_codes,<B1DF><B1E1><B1E3>,english_graphical_residual,La cible anglaise conserve des codes graphiques.
0x030FDB,0x031207,385,"
魔叶斩",0x0311F3,191,0x0311F3,graphical_codes,<B1E5><B1E7><B1E9>,english_graphical_residual,La cible anglaise conserve des codes graphiques.
0x030FDD,0x03120F,386,"
刃叶斩",0x0311FA,192,0x0311FA,graphical_codes,<B577><B579>,english_graphical_residual,La cible anglaise conserve des codes graphiques.
0x030FDF,0x031217,387,"
太阳光线",0x031204,194,0x031204,graphical_codes,<B1EB><B1ED><B1EF>,english_graphical_residual,La cible anglaise conserve des codes graphiques.
0x030FE1,0x031221,388,"
硬化植物",0x03120B,195,0x03120B,graphical_codes,<B1F1><B1F3><B1F5>,english_graphical_residual,La cible anglaise conserve des codes graphiques.
0x030FE3,0x03122B,389,"
草笛",0x031212,196,0x031212,graphical_codes,<B1F7><B1F9><B1FB><B1FD>,english_graphical_residual,La cible anglaise conserve des codes graphiques.
0x030FE5,0x031231,390,"
催眠粉",0x03121B,197,0x03121B,graphical_codes,<B1FF><B101><B103><B105>,english_graphical_residual,La cible anglaise conserve des codes graphiques.
0x030FE7,0x031239,391,"
蘑菇孢子",0x031224,198,0x031224,ascii,Spore,pending_semantic_review,
0x030FE9,0x031243,392,"
麻痹粉",0x03122A,199,0x03122A,graphical_codes,<B107><B109><B10B>,english_graphical_residual,La cible anglaise conserve des codes graphiques.
0x030FEB,0x03124B,393,"
细雪",0x031231,200,0x031231,graphical_codes,<B10D><B10F><B111>,english_graphical_residual,La cible anglaise conserve des codes graphiques.
0x030FED,0x031251,394,"
冰结之风",0x031238,201,0x031238,ascii,Icy Wind,pending_semantic_review,
0x030FEF,0x03125B,395,"
极光光线",0x031241,202,0x031241,graphical_codes,<B113><B115><B117>,english_graphical_residual,La cible anglaise conserve des codes graphiques.
0x030FF1,0x031265,396,"
冷冻拳",0x031248,203,0x031248,graphical_codes,<B57B><B57D><B57F>,english_graphical_residual,La cible anglaise conserve des codes graphiques.
0x030FF3,0x03126D,397,"
冷冻光线",0x031252,204,0x031252,ascii,Ice Beam,pending_semantic_review,
0x030FF5,0x031277,398,"
吹雪",0x03125B,205,0x03125B,ascii,Blizzard,pending_semantic_review,
0x030FF7,0x03127D,399,"
绝对零度",0x031264,206,0x031264,graphical_codes,<B119><B11B><B11D>,english_graphical_residual,La cible anglaise conserve des codes graphiques.
0x030FF9,0x031287,400,"
扔泥",0x03126B,207,0x03126B,ascii,Mud Slap,pending_semantic_review,
0x030FFB,0x03128D,401,"
泥浆喷射",0x031274,208,0x031274,ascii,Mud Shot,pending_semantic_review,
0x030FFD,0x031297,402,"
挖洞",0x03127D,209,0x03127D,ascii,Dig,pending_semantic_review,
0x030FFF,0x03129D,403,"
骨头击",0x031281,210,0x031281,graphical_codes,<B581><B583>,english_graphical_residual,La cible anglaise conserve des codes graphiques.
0x031001,0x0312A5,404,"
地震",0x03128B,212,0x03128B,graphical_codes,<B11F><B121><B123>,english_graphical_residual,La cible anglaise conserve des codes graphiques.
0x031003,0x0312AB,405,"
骨头旋镖",0x031296,213,0x031292,graphical_codes,0000<B129><B12B><B12D>,english_graphical_residual,La cible anglaise conserve des codes graphiques.
0x031005,0x0312B5,406,"
地裂",0x0312A1,214,0x03129D,ascii,Fissure,pending_semantic_review,
0x031007,0x0312BB,407,"
扔沙",0x0312A9,215,0x0312A9,graphical_codes,<B133><B135><B137>,english_graphical_residual,La cible anglaise conserve des codes graphiques.
0x031009,0x0312C1,408,"
落石",0x0312B0,216,0x0312B0,graphical_codes,<B139><B13B><B13D>,english_graphical_residual,La cible anglaise conserve des codes graphiques.
0x03100B,0x0312C7,409,"
岩石封杀",0x0312B7,217,0x0312B7,graphical_codes,<B585><B587>,english_graphical_residual,La cible anglaise conserve des codes graphiques.
0x03100D,0x0312D1,410,"
原始力量",0x0312C1,219,0x0312C1,graphical_codes,<B13F><B141><B143><B145>,english_graphical_residual,La cible anglaise conserve des codes graphiques.
0x03100F,0x0312DB,411,"
岩崩",0x0312CA,220,0x0312CA,graphical_codes,<B147><B149><B14B>,english_graphical_residual,La cible anglaise conserve des codes graphiques.
