stable_key,record_type,entry_index,dialogue_id,category,source_offset_or_pointer,pointer_references,selected_pointer_references,layout,speaker,chinese_record_indexes,chinese_offsets,chinese_text,english_2015_storage,english_2015,english_v2,editorial_origin,alignment_method,alignment_confidence,source_resolution,review_status,source_capacity_bytes,compression,compression_justification,fidelity_comment,multi_source_mode,pointer_variant_count,storage_overlap_group,storage_overlap_role
MAIN:0x030575,MAIN,74,,Ordinary text,0x030575,0x0300DF,0x0300DF,,,89,0x030575,发怒了,graphical_codes,<0A><B2F4><BAF0><B0F8>, flew into a rage!,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,7,no,,Conveys the acting Pokémon becoming enraged and retains the leading suffix join. Full-text review: Keeps the rage message intact on the engine-provided second row.,,,,
MAIN:0x03057D,MAIN,75,,Ordinary text,0x03057D,0x0300E1,0x0300E1,,,90,0x03057D,受到诅咒,graphical_codes,<0A><B4A9><B0DB><B9BA><B9BB>, was cursed!,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,9,no,,"Directly renders the curse applied to the named Pokémon, including its structural leading space.",,,,
MAIN:0x030588,MAIN,76,,Ordinary text,0x030588,0x0300E3,0x0300E3,,,91,0x030587,战斗,ascii,Fight,Fight,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,5,no,,Uses the standard battle command for the attack-selection branch of the executable menu.,,,,
MAIN:0x03058E,MAIN,77,,Ordinary text,0x03058E,0x0300E5,0x0300E5,,,92,0x03058D,背包,ascii,Item, Bag,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,5,no,,Uses the official Pokémon interface term and preserves the leading separator required by the original 16-glyph battle-command renderer.,,,,
MAIN:0x030594,MAIN,78,,Ordinary text,0x030594,0x0300E7,0x0300E7,,,93,0x030593,精灵,ascii,PKMN,PKMN,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,4,yes,"The fixed battle menu provides four cells, so Pokémon is abbreviated to the conventional PKMN label.",Represents the party-Pokémon command in the fixed-width four-cell battle menu without the forbidden at-sign substitution.,,,,
MAIN:0x030599,MAIN,79,,Ordinary text,0x030599,0x0300E9,0x0300E9,,,94,0x030599,逃跑,ascii,Ru,Run,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,3,no,,Restores the complete flee command in the executable battle menu.,,,,
MAIN:0x0305E8,MAIN,80,,Ordinary text,0x0305E8,,0x03010F,,,113,0x0305E7,战斗,ascii,Send,Battle,translated_directly_from_reviewed_chinese_source_ai_review,containing_offset,medium,reviewed_source_adjudication,ai_source_reviewed,6,no,,Corrects the party-menu command to Battle from the reviewed Chinese source; the old Send label expressed a different action.,,,,
MAIN:0x0305F5,MAIN,81,,Ordinary text,0x0305F5,0x030115,0x030115,,,116,0x0305F9,普  通,ascii,00Item,Items,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,9,no,,The executable inventory tabs show this general category as the ordinary-items pocket.,,,,
MAIN:0x030602,MAIN,82,,Ordinary text,0x030602,0x030117,0x030117,,,117,0x030601,精灵球,ascii,Balls,Balls,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,5,yes,"The fixed pocket tab has five cells, so Poké Ball is shortened to the unambiguous Balls label.",Labels the Poké Ball pocket while keeping the fixed five-cell interface width.,,,,
MAIN:0x030608,MAIN,83,,Ordinary text,0x030608,0x030119,0x030119,,,118,0x030609,秘传技,ascii,TM/HMs,TM/HM,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,8,yes,The compact inventory tab uses the standard TM/HM acronym for Technical and Hidden Machines.,Executable item grouping confirms this pocket contains the machines for teachable and hidden moves.,,,,
MAIN:0x030611,MAIN,84,,Ordinary text,0x030611,0x03011B,0x03011B,,,119,0x030611,贵  重,ascii,KeyItm,Key,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,6,yes,The fixed pocket tab is shortened from Key Items to Key to fit its compact label field.,"Uses the interface category for the valuable, nonordinary key-item pocket.",,,,
MAIN:0x030618,MAIN,85,,Ordinary text,0x030618,0x03011D,0x03011D,,,120,0x030619,威力:,ascii,PWR :,Power:,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,7,no,,Directly labels the move's power value and retains the source colon.,,,,
MAIN:0x030621,MAIN,86,,Ordinary text,0x030621,0x03011F,0x03011F,,,121,0x030620,命中:,ascii,Acc.:,Acc.:,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,5,yes,Accuracy is abbreviated to Acc. to fit the fixed five-cell move-summary label.,Labels the move's accuracy field with a conventional interface abbreviation and the source colon.,,,,
MAIN:0x03062E,MAIN,87,,Ordinary text,0x03062E,0x030123,0x030123,,,123,0x03062E,野生,ascii,Wild,Wild ,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,5,no,,Preserves the wild-opponent prefix and its significant trailing space before the Pokémon name.,,,,
MAIN:0x030634,MAIN,88,,Ordinary text,0x030634,0x030125,0x030125,,,124,0x030634,对手,ascii,Enemy,Enemy ,adapted_from_official_english_gen1_with_chinese_fidelity_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,6,no,,Uses the official Generation I enemy label; runtime tracing confirms that its trailing space joins the following Pokémon name.,,,,
MAIN:0x03063B,MAIN,89,,Ordinary text,0x03063B,0x030127,0x030127,,,125,0x03063A,命中要害!,ascii,Critical!,A critical hit!,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,9,no,,Uses the standard Pokémon announcement for a hit that strikes a vital point.,,,,
MAIN:0x030646,MAIN,90,,Ordinary text,0x030646,0x030129,0x030129,,,126,0x030645,使用下一个怪兽吗?,ascii,Send another PKMN?,Use next Pokémon?,adapted_from_official_english_gen1_with_chinese_fidelity_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,18,no,,Uses the compact official Generation I prompt for sending the player's next Pokémon.,,,,
MAIN:0x030659,MAIN,91,,Ordinary text,0x030659,0x03012B,0x03012B,,,127,0x030658,是  否,ascii,Yes No,Yes  No,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,6,no,,Directly renders the two menu choices and retains their two-cell separation.,,,,
MAIN:0x030660,MAIN,92,,Ordinary text,0x030660,0x03012F,0x03012F,,,129,0x03066C,小智要改变怪兽吗?,ascii,Switch Pok@mon?,Will Ash change Pokémon?,adapted_from_official_english_gen1_with_chinese_fidelity_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,28,no,,Keeps Ash explicitly named while using the official Generation I change-Pokémon wording.,,,,
MAIN:0x03067D,MAIN,93,,Ordinary text,0x03067D,0x030131,0x030131,,,130,0x03067F,等级提升到了,ascii,Grew to level, grew to level ,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,16,no,,"Forms the level-up connector between the Pokémon name and the following level number, with both joins preserved.",,,,
MAIN:0x03068E,MAIN,94,,Ordinary text,0x03068E,0x030135,0x030135,,,132,0x030698,已经,ascii,already,Status unchanged!,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,15,no,,Keeps the stat-limit adverb as a leading-space fragment before a following cannot-rise-or-fall suffix. Full-text review: Gives the already-affected branch a complete standalone result before its dedicated routine return.,,,,
MAIN:0x03069F,MAIN,95,,Ordinary text,0x03069F,0x030137,0x030137,,,133,0x03069E,攻击力,ascii,Attack,'s Attack,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,6,yes,The battle renderer concatenates the Pokémon name directly; pointer repacking accommodates the possessive prefix.,Uses the official Generation I possessive construction and the source's Attack stat.,,,,
MAIN:0x0306A6,MAIN,96,,Ordinary text,0x0306A6,0x030139,0x030139,,,134,0x0306A6,防御力,ascii,Defense,'s Defense,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,7,yes,The battle renderer concatenates the Pokémon name directly; pointer repacking accommodates the possessive prefix.,Uses the official Generation I possessive construction and the source's Defense stat.,,,,
MAIN:0x0306AF,MAIN,97,,Ordinary text,0x0306AF,0x03013B,0x03013B,,,135,0x0306AE,特攻,ascii,S.Atk,'s Sp. Atk,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,5,yes,The battle renderer concatenates the Pokémon name directly; pointer repacking accommodates the possessive prefix.,Uses the official Generation I possessive construction and the standard Sp. Atk abbreviation.,,,,
MAIN:0x0306B5,MAIN,98,,Ordinary text,0x0306B5,0x03013D,0x03013D,,,136,0x0306B4,特防,ascii,S.DE,'s Sp. Def,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,4,yes,The battle renderer concatenates the Pokémon name directly; pointer repacking accommodates the possessive prefix.,Uses the official Generation I possessive construction and the standard Sp. Def abbreviation.,,,,
MAIN:0x0306BA,MAIN,99,,Ordinary text,0x0306BA,0x03013F,0x03013F,,,137,0x0306BA,速度,ascii,Speed,'s Speed,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,5,yes,The battle renderer concatenates the Pokémon name directly; pointer repacking accommodates the possessive prefix.,Uses the official Generation I possessive construction and the source's Speed stat.,,,,
MAIN:0x0306C0,MAIN,100,,Ordinary text,0x0306C0,0x030141,0x030141,,,138,0x0306C0,命中率,ascii,Accuracy,'s Accuracy,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,8,yes,"Uses complete, natural English while respecting dialogue pagination and ROM bank limits; no displayed word is truncated.",Uses the official Generation I possessive construction and the source's Accuracy stat. Full-text review: Keeps the full stat name now that all 25 interior cells are cleared between messages.,,,,
MAIN:0x0306C9,MAIN,101,,Ordinary text,0x0306C9,0x030143,0x030143,,,139,0x0306C8,血值有所恢复,ascii,Recovered HP!, recovered some HP!,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,13,no,,Preserves that an unspecified amount of HP was restored and keeps the suffix join after the Pokémon name.,,,,
MAIN:0x0306D7,MAIN,102,,Ordinary text,0x0306D7,0x030145,0x030145,,,140,0x0306D6,不能行动!,graphical_codes,<B0CE><B0EC><B3A9><B0B2>!, can't move!,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,9,no,,Directly renders the inability to act as a suffix after the affected Pokémon's name.,,,,
MAIN:0x0306E1,MAIN,103,,Ordinary text,0x0306E1,0x030147,0x030147,,,141,0x0306E1,一击必杀!,graphical_codes,<0A><B1D1><B4AC><BAC5><B8BC>!,One-hit KO!,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,10,no,,Uses the standard Pokémon term for the source's explicit one-strike knockout result.,,,,
MAIN:0x0306EC,MAIN,104,,Ordinary text,0x0306EC,0x030149,0x030149,,,142,0x0306EC,逃跑了!,graphical_codes,<0A><B3EF><B8B9><B0F8>!, fled!,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,8,no,,"Renders the completed escape as a suffix after the fleeing Pokémon's name, preserving its leading space.",,,,
MAIN:0x0306F5,MAIN,105,,Ordinary text,0x0306F5,0x03014B,0x03014B,,,143,0x0306F5,不能逃!,graphical_codes,<0A><B0CE><B0EC><B3EF>!,Can't escape!,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,8,no,,Directly renders the Chinese source as Can't escape!; the 2015 English and French gloss were used only as secondary witnesses.,,,,
MAIN:0x0306FE,MAIN,106,,Ordinary text,0x0306FE,0x03014D,0x03014D,,,144,0x0306FE,中毒解除了,graphical_codes,<0A><B0DC><B8D8><B9B5><BBB2><B0F8>,No longer poisoned!,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,11,no,,Directly states that the poisoned condition has ended; no unreadable 2015 graphic residue is reused. Full-text review: Keeps the cured-status sentence on the engine-provided second row.,,,,
MAIN:0x03070B,MAIN,107,,Ordinary text,0x03070B,0x03014F,0x03014F,,,145,0x03070A,醒过来了,ascii,Woke up!,Woke up!,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,8,no,,Directly renders the Chinese source as Woke up!; the 2015 English and French gloss were used only as secondary witnesses.,,,,
MAIN:0x030714,MAIN,108,,Ordinary text,0x030714,0x030151,0x030151,,,146,0x030714,麻痹解除了,graphical_codes,<0A><B2ED><B5FA><B9B5><BBB2><B0F8>,No longer paralyzed!,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,11,no,,Directly states that paralysis has ended; no unreadable 2015 graphic residue is reused. Full-text review: Keeps the cured-status sentence on the engine-provided second row.,,,,
MAIN:0x030720,MAIN,109,,Ordinary text,0x030720,0x030153,0x030153,,,147,0x030720,烧伤解除了,graphical_codes,<0A><BAE7><B9C7><B9B5><BBB2><B0F8>,No longer burned!,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,11,no,,Directly states that the burned condition has ended; no unreadable 2015 graphic residue is reused. Full-text review: Keeps the cured-status sentence on the engine-provided second row.,,,,
MAIN:0x03072D,MAIN,110,,Ordinary text,0x03072D,0x030155,0x030155,,,148,0x03072C,混乱解除了,ascii,Recovered!,No longer confused!,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,10,no,,Directly states that confusion has ended rather than retaining the vague 2015 recovery message.,,,,
MAIN:0x030738,MAIN,111,,Ordinary text,0x030738,0x030157,0x030157,,,149,0x030738,冰冻解除了,graphical_codes,<0A><BAE8><BAD4><B9B5><BBB2><B0F8>,No longer frozen!,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,11,no,,Directly renders the Chinese source as No longer frozen!; the 2015 English and French gloss were used only as secondary witnesses. Full-text review: Keeps the cured-status sentence on the engine-provided second row.,,,,
MAIN:0x030744,MAIN,112,,Ordinary text,0x030744,0x030159,0x030159,,,150,0x030744,剧毒解除了,graphical_codes,<0A><B7AE><B8D8><B9B5><BBB2><B0F8>,No longer badly poisoned!,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,11,no,,Preserves the source's distinct severe-poison condition and states that it has ended. Full-text review: Keeps the complete severe-poison cure formula within the fully cleared 25-cell row.,,,,
MAIN:0x030750,MAIN,113,,Ordinary text,0x030750,0x03015B,0x03015B,,,151,0x030750,害怕解除了,graphical_codes,<0A><B3EE><B8AC><B9B5><BBB2><B0F8>,No longer afraid!,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,11,no,,Directly states that the fear condition has ended; no unreadable 2015 graphic residue is reused. Full-text review: Keeps the cured-flinch sentence on the engine-provided second row.,,,,
MAIN:0x03075C,MAIN,114,,Ordinary text,0x03075C,0x03015D,0x03015D,,,152,0x03075C,得到了,ascii,You got,Got ,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,8,no,,The trailing space is deliberate: this obtained-value fragment precedes a dynamically inserted object name or prize amount.,,,,
