pointer_reference_hex,chinese_record_index,chinese_offset_hex,chinese_text,english_offset_hex,english_storage,english_text,english_translation_status,french_source_offset_hex,french_text,present_in_french,pointer_redirected_for_french
0x0331DD,1011,0x03476F,"
卡美优:有机会的话一定要去宝石大陆看看,那里有这里所没有的精灵!!!那么你的精灵图鉴如果收集齐了的话再来找我吧!",0x034739,ascii,"You are a true Pok@maniac! You have earned this Pok@- mon's respect, it would like to come with you.",english_ascii_present,0x034739,"KAMEIYU : Hoenn a d'autres Pokémon. Finis ton Pokédex, puis reviens.",yes,no
0x0331DF,1012,0x0347DB,"
卡美优:你已经成功了收集石英地区所有的精灵,真了不起!好吧这只梦幻就送给你吧!恭喜你完成了精灵图鉴!!",0x0347A2,ascii,Please take care of Mew!,english_ascii_present,0x0347A2,KAMEIYU : Bravo ! Le Pokédex de Kanto est complet. Ce Mew est à toi !,yes,no
0x0331E1,1013,0x03483D,"
得到梦幻",0x0347BD,ascii,Recieved Mew!,english_ascii_present,0x0347BD,Mew reçu !,yes,no
0x0331E3,1014,0x034847,"
妈妈:你完成精灵图鉴了吗?",0x0347CB,graphical_codes,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000<B1DB><B1DB>:<B0C5><B3A6><B2EA><B0A1><B0A2><B2F1><B2F2><B0F8><B0D7>?,not_translated_in_english,0x0347CB,"MAMAN :
Tu as terminé
le Pokédex ?",yes,no
0x0331E5,1015,0x034861,"
裁判:你真是好样的!",0x034862,ascii,Great job Champ!,english_ascii_present,0x034862,"ARBITRE : Bravo,
Champion !",yes,no
0x0331E7,1016,0x034875,"
得到梦幻船票",0x0359A3,ascii,Got Navel Rock Pass,english_ascii_present,0x0359A3,"Ticket Mystik
reçu !",yes,no
0x0331E9,1017,0x034883,"
卡美优:我认输!这样总行了吧!",0x034873,ascii,Farewell traveller!,english_ascii_present,0x034873,"KAMEIYU : D'accord, je m'avoue vaincu ! Content ?",yes,no
0x0331EB,1018,0x0348A0,"
蓓蓓:你真的是很棒耶!",0x034887,ascii,Take care of Eevee!,english_ascii_present,0x034887,BEIBEI : Tu es vraiment formidable !,yes,no
0x0331ED,1019,0x0348B6,"
小李:再骚扰的话,本大爷要报警了...!",0x0348B5,ascii,Your Pok@mon can fly you anywhere.,english_ascii_present,0x0348B5,"XIAO LI : Arrête !
Ou j'appelle
la police !",yes,no
0x0348DF,1020,0x03492E,"
得到精灵球",0x03492F,ascii,A Pok@ball!,english_ascii_present,0x03492F,Poké Ball reçue !,yes,no
0x0348E1,1021,0x03493A,"
得到超级球",0x03493B,ascii,A Great Ball!,english_ascii_present,0x03493B,Super Ball reçue !,yes,no
0x0348E3,1022,0x034946,"
得到超力球",0x034949,ascii,UltraBall,english_ascii_present,0x034949,Hyper Ball reçue !,yes,no
0x0348E5,1023,0x034952,"
得到大师球",0x034953,graphical_codes,<B2C1><B0DB><B1BE><B2DF><B0BD>,not_translated_in_english,0x034953,Master Ball reçue !,yes,no
0x0348E7,1024,0x03495E,"
得到伤药",0x03495F,ascii,A Potion!,english_ascii_present,0x03495F,Potion reçue !,yes,no
0x0348E9,1025,0x034968,"
得到好伤药",0x034969,ascii,S.Potion!,english_ascii_present,0x034969,"Super Potion
reçue !",yes,no
0x0348EB,1026,0x034974,"
得到超级伤药",0x034973,ascii,A H.Potion!,english_ascii_present,0x034973,"Hyper Potion
reçue !",yes,no
0x0348ED,1027,0x034982,"
得到最大伤药",0x034981,graphical_codes,00<B2C1><B0DB><B3F2><B1BE><B9C7><BBB9>,not_translated_in_english,0x034981,Potion Max reçue !,yes,no
0x0348EF,1028,0x034990,"
得到解毒药",0x034990,ascii,An Antidote!,english_ascii_present,0x034990,Antidote reçu !,yes,no
0x0348F1,1029,0x03499C,"
得到解麻药",0x03499D,ascii,A S.Heal!,english_ascii_present,0x03499D,Réveil reçu !,yes,no
0x0348F3,1030,0x0349A8,"
得到睡醒药",0x03499D,ascii,A S.Heal!,english_ascii_present,0x03499D,Réveil reçu !,yes,no
0x0348F5,1031,0x0349B4,"
得到冰冻药",0x0349B3,ascii,Ice Heal!,english_ascii_present,0x0349B3,Antigel reçu !,yes,no
0x0348F7,1032,0x0349C0,"
得到烧伤药",0x0349BF,graphical_codes,00<B2C1><B0DB><BAE7><B9C7><BBB9>,not_translated_in_english,0x0349BF,Anti-Brûle reçu !,yes,no
0x0348F9,1033,0x0349CC,"
得到万能恢复",0x0349CC,ascii,A Full Heal!,english_ascii_present,0x0349CC,Total Soin reçu !,yes,no
0x0348FB,1034,0x0349DA,"
得到精神药",0x0349DA,ascii,A Revive!,english_ascii_present,0x0349DA,Rappel reçu !,yes,no
0x0348FD,1035,0x0349E6,"
得到PP提升",0x0349E5,graphical_codes,00<B2C1><B0DB>PP<B4C7><B4C8>,not_translated_in_english,0x0349E5,PP Plus reçu !,yes,no
0x0348FF,1036,0x0349F2,"
得到PP最大",0x0349F2,graphical_codes,<0A><B2C1><B0DB>PP<B3F2><B1BE>,not_translated_in_english,0x0349F2,PP Max reçu !,yes,no
0x034901,1037,0x0349FE,"
得到神奇糖果",0x0349FF,ascii,A Rare Candy!,english_ascii_present,0x0349FF,Super Bonbon reçu !,yes,no
0x034903,1038,0x034A0C,"
得到火之石",0x034A0D,ascii,Fire Stone!,english_ascii_present,0x034A0D,Pierre Feu reçue !,yes,no
0x034905,1039,0x034A18,"
得到水之石",0x034A19,ascii,Water Stone,english_ascii_present,0x034A19,Pierre Eau reçue !,yes,no
0x034907,1040,0x034A24,"
得到雷之石",0x034A25,ascii,Thun.Stone!,english_ascii_present,0x034A25,"Pierre Foudre
reçue !",yes,no
0x034909,1041,0x034A30,"
得到叶之石",0x034A31,ascii,Leaf Stone!,english_ascii_present,0x034A31,"Pierre Plante
reçue !",yes,no
0x03490B,1042,0x034A3C,"
得到月之石",0x034A3D,ascii,Moon Stone!,english_ascii_present,0x034A3D,Pierre Lune reçue !,yes,no
0x03490D,1043,0x034A48,"
得到包裹",0x034A49,graphical_codes,<B2C1><B0DB><B2E0><B2E1>,not_translated_in_english,0x034A49,Colis Chen reçu !,yes,no
0x03490F,1044,0x034A52,"
得到精灵图鉴",0x034A52,graphical_codes,<0A><B2C1><B0DB><B0A1><B0A2><B2F1><B2F2>,not_translated_in_english,0x034A52,Pokédex reçu !,yes,no
0x034911,1045,0x034A60,"
得到地图",0x034A60,graphical_codes,<0A><B2C1><B0DB><B3BB><B2F1>,not_translated_in_english,0x034A60,Carte reçue !,yes,no
0x034913,1046,0x034A6A,"
得到菊石化石",0x034A6A,graphical_codes,<0A><B2C1><B0DB><BADE><B1B2><B5AB><B1B2>,not_translated_in_english,0x034A6A,Nautile reçu !,yes,no
0x034915,1047,0x034A78,"
得到盔甲化石",0x034A78,graphical_codes,<0A><B2C1><B0DB><BADF><BBBE><B5AB><B1B2>,not_translated_in_english,0x034A78,Fossile Dôme reçu !,yes,no
0x034917,1048,0x034A86,"
得到船票",0x034A86,graphical_codes,<0A><B2C1><B0DB><B6F6><B6F7>,not_translated_in_english,0x034A86,Passe Bateau reçu !,yes,no
0x034919,1049,0x034A90,"
得到矿泉水",0x034A90,graphical_codes,<0A><B2C1><B0DB><B8E9><B8EA><B5F7>,not_translated_in_english,0x034A90,Eau Fraîche reçue !,yes,no
0x03491B,1050,0x034A9C,"
得到精灵眼镜",0x034A9C,graphical_codes,<0A><B2C1><B0DB><B0A1><B0A2><B6EE><B8D1>,not_translated_in_english,0x034A9C,Scope Sylphe reçu !,yes,no
0x03491D,1051,0x034AAA,"
得到精灵笛",0x034AAA,graphical_codes,<0A><B2C1><B0DB><B0A1><B0A2><B8DF>,not_translated_in_english,0x034AAA,Poké Flûte reçue !,yes,no
0x03491F,1052,0x034AB6,"
得到金牙",0x034AB6,graphical_codes,<0A><B2C1><B0DB><B7BB><B9F9>,not_translated_in_english,0x034AB6,Dent d'Or reçue !,yes,no
0x034921,1053,0x034AC0,"
得到梦幻船票",0x034AC0,graphical_codes,<0A><B2C1><B0DB><B1D6><B9ED><B6F6><B6F7>,not_translated_in_english,0x034AC0,"Ticket Mystik
reçu !",yes,no
0x034923,1054,0x034ACE,"
得到居合斩",0x034ACE,graphical_codes,<0A><B2C1><B0DB><B1A9><B1AA><B1AB>,not_translated_in_english,0x034ACE,CS01 : Coupe !,yes,no
0x034925,1055,0x034ADA,"
得到飞天术",0x034ADA,graphical_codes,<0A><B2C1><B0DB><B1AC><B1AD><B1AE>,not_translated_in_english,0x034ADA,CS02 : Vol !,yes,no
0x034AEB,1056,0x034C09,"
欢迎!到精灵中心可以恢复精灵的体力.",0x034C09,graphical_codes,<0A><B0D2><B0D3>!<B0DB><B0A1><B0A2><B0DC><B0DD><B0DE><B0DF><B0E0><B0E1><B0A1><B0A2><B0BC><B0E2><B0E3>.,not_translated_in_english,0x034C09,"Bienvenue !
Au Centre Pokémon,
nous soignons tous
les Pokémon !",yes,no
0x034AED,1057,0x034C2D,"
您的精灵都精神了!!欢迎光临!!",0x034C2D,graphical_codes,<0A><B7C5><B0BC><B0A1><B0A2><B1C0><B0A1><B6DD><B0F8>!!<B0D2><B0D3><B0E4><B0E5>!!,not_translated_in_english,0x034C2D,"Merci !
Toute ton équipe
a la super pêche !
À bientôt !",yes,no
0x034AEF,1058,0x034C4B,"
对不起,因为机能所限这里暂时不能够对战...",0x034C4B,graphical_codes,"<0A><B0E7><B0CE><B0E8>,<B0E9><B0EA><B0EB><B0EC><B0AD><B0ED><B0EE><B0BF><B0EF><B0F0><B0CE><B0EC><B0F1><B0E7><B0F2>...",not_translated_in_english,0x034C4B,"Désolé, les combats
ne sont pas encore
disponibles ici...",yes,no
0x034AF1,1059,0x034C75,"
交换机器也坏了...下次再来看看吧",0x034C75,graphical_codes,<0A><B0F3><B0F4><B0EB><B0F5><B0F6><B0F7><B0F8>...<B0F9><B0FA><B0FB><B0FC><B0FD><B0FD><B0BE>,not_translated_in_english,0x034C75,"La machine de Troc
est aussi en panne.
Reviens plus tard.",yes,no
0x034AF3,1060,0x034C96,"
欢迎!买东西吗?",0x034C96,graphical_codes,<0A><B0D2><B0D3>!<B0D4><B0D5><B0D6><B0D7>?,not_translated_in_english,0x034C96,"Salut !
Je peux t'aider ?",yes,no
0x034AF5,1061,0x034CA6,"
谢谢惠顾!!",0x034CA6,graphical_codes,<0A><B0D8><B0D8><B0D9><B0DA>!!,not_translated_in_english,0x034CA6,"Merci !
À bientôt !",yes,no
0x034AF7,1062,0x034CB2,"
我也在养育精灵!变强的话就不会让人欺负",0x034CB3,ascii,Technology's great!You can now store and recall items and Pok@mon as data via PC!,english_ascii_present,0x034CB3,"Moi aussi, j'élève
des Pokémon forts.
Fini les brimades !",yes,no
0x034AF9,1063,0x034CD9,"
我相信科学的力量!现在电脑可以通信精灵和道具",0x036528,ascii,"I'm raising Pok@mon too! When they get strong, they can protect me!",english_ascii_present,0x036528,Vive la science ! Les PC échangent Pokémon et objets.,yes,no
0x034AFB,1064,0x034D06,"
休息一下如何?",0x0365FE,ascii,"Ash,if you drive your Pok@mon too hard, they'll dislike you.You should take a rest.",english_ascii_present,0x0365FE,"Tu devrais faire
une sieste.",yes,no
0x034AFD,1065,0x034D15,"
啊!你和精灵都很精神!小心去吧,保重!",0x036665,ascii,Oh good! You and your Pok@mon are looking great! Takecare now!,english_ascii_present,0x036665,"Ah, bien !
Ton équipe et toi
avez la forme !
Sois prudent !",yes,no
0x034AFF,1066,0x034D39,"
精灵好好培养的话会很亲近的",0x034D3A,ascii,jump from them.,english_ascii_present,0x034D3A,"Un Pokémon choyé
s'attachera à toi.",yes,no
0x034B01,1067,0x034D55,"
需要买抓精灵的精灵球时请到商店!",0x034D08,ascii,See those ledges? It's a bit scary but you can jump from them.,english_ascii_present,0x034D08,Poké Balls en vente à la Boutique !,yes,no
0x034B03,1068,0x034D76,"
在空中飞行有点害怕...但一下就能回到真新镇",0x034D4C,ascii,"Hi! I work at the Pok@Mart. It's a convenient shop,youshould come and visit us.",english_ascii_present,0x034D4C,"Voler fait peur,
mais te ramène vite
à Bourg Palette.",yes,no
0x034B05,1069,0x034DA1,"
你的精灵球是很方便的东西啊",0x0366F3,ascii,"You know there's 2 kinds of caterpilarPok@mon? Caterpie has no poison, but Weedle does. Watch out for it!",english_ascii_present,0x0366F3,"Tes Poké Balls
sont drôlement
pratiques !",yes,no
0x034B07,1070,0x034DBD,"
虫属性的精灵有两种类型,绿毛虫没有毒,独角虫有毒",0x034DA2,ascii,"Using Pok@balls,youcan carry and use Pok@mon any time, anywhere!",english_ascii_present,0x034DA2,"Chenipan n'est pas venimeux. Aspicot, si !",yes,no
0x034B09,1071,0x034DED,"
我从没见过这家道场的首领",0x034DE5,ascii,"This GYM is always closed, I wonder who the Leader is?",english_ascii_present,0x034DE5,"Cette Arène Pokémon
reste fermée.
Qui est donc
le Champion ?",yes,no
0x034B0B,1072,0x034E07,"
啊!日记的内容我都记住了",0x03675E,ascii,Coming up with nick names for my Pok@mon is fun.,english_ascii_present,0x03675E,"Tout le journal,
par cœur !",yes,no
0x034B0D,1073,0x034E20,"
我也很喜欢精灵啊",0x036795,ascii,"When you're using aPok@dex, it is updated instantly when you catch a Pok@mon.",english_ascii_present,0x036795,"Moi aussi, j'adore les Pokémon !",yes,no
0x034B0F,1074,0x034E32,"
伤药很好,当精灵没有体力时可以使用",0x034E32,ascii,My Dad loves Pok@mon too.,english_ascii_present,0x034E32,Une Potion soigne les Pokémon épuisés.,yes,no
0x034B11,1075,0x034E55,"
小拉达很小但前牙很厉害",0x034E55,graphical_codes,<0A><B0B6><B8BB><B6E5><B3F7><B0B6><B3A8><B3DD><B9F9><B3F7><B3ED><B3EE>,not_translated_in_english,0x034E55,"Rattata est petit,
mais ses crocs
sont redoutables !",yes,no
0x034B13,1076,0x034E6D,"
常青森林是天然的迷宫,小心啊",0x034E6D,graphical_codes,"<0A><B3CA><B3CB><B4D8><B4D9><B0C2><B1AD><B2AA><B0BC><B4D3><BDFE>,<B0B6><B0DD><B2AC>",not_translated_in_english,0x034E6D,"La Forêt de Jade
est un vrai
labyrinthe.
Sois prudent !",yes,no
0x034B15,1077,0x034E8A,"
道路上经常会有小树吧?用精灵的技能可以砍断的",0x034E8B,ascii,The HM Flash lightseven the darkest caves.,english_ascii_present,0x034E8B,"La capacité Coupe
tranche ces arbres.",yes,no
0x034B17,1078,0x034EB7,"
有的精灵只在森林或者洞穴生活要得到更多的精灵就要多走走",0x034EB8,graphical_codes,<B0AE><B0BC><B0A1><B0A2><B2BE><B0B8><B4D8><B4D9><B1CB><B9AB><B4FB><BDB8><B1C9><B4E0><B0C3><B2C1><B0DB><B2CC><B0C8><B0BC><B0A1><B0A2><B2AB><B0C3><B0C8><B7C3><B7C3>,not_translated_in_english,0x034EB8,"Certains Pokémon
vivent seulement
dans les forêts
ou les grottes.
Explore partout
pour les trouver !",yes,no
0x034B19,1079,0x034EEF,"
说起石山矿野很黑的,精灵用闪光术能看清吧",0x034EEF,graphical_codes,"<0A><B1E7><B0E8><B1B2><B6DC><B8E9><B1F8><B3F7><B5AC><B0BC>,<B0A1><B0A2><B1A8><B4BE><B0E4><B1AE><B0EC><B0FD><B4C4><B0BE>",not_translated_in_english,0x034EEF,"Cette grotte est
très sombre.
Avec Flash,
un Pokémon peut
l'éclairer.",yes,no
0x034B1B,1080,0x034F18,"
啊!这长长的洞穴!是地鼠挖的!听说都到尼比市了!",0x0368BC,ascii,Diglets dug this cave that goes to Viridian City.,english_ascii_present,0x0368BC,"Les Taupiqueur
ont creusé
jusqu'à Argenta !",yes,no
0x034B1D,1081,0x034F46,"
尼比市的捉虫少年和道馆的小刚不一样!!",0x034F38,ascii,Did you check out the Museum?,english_ascii_present,0x034F38,"Les Scouts d'ici
sont forts.
Mais Pierre est
redoutable !",yes,no
0x034B1F,1082,0x034F6C,"
不要让野生的精灵进入花坛",0x034F66,ascii,Welcome to Pewter City.,english_ascii_present,0x034F66,"Pas de Pokémon
sauvage au jardin !",yes,no
0x034B21,1083,0x034F86,"
我的精灵是和别人交换的",0x034F7F,ascii,This road leads to Route 3.,english_ascii_present,0x034F7F,"Ce Pokémon, je l'ai eu par échange.",yes,no
0x034B23,1084,0x034F9E,"
有些精灵不听话...要是有徽章的话!",0x034F9B,ascii,I heard Team Rocketis at Mt.Moon!,english_ascii_present,0x034F9B,"Certains Pokémon
n'obéissent pas...
Un Badge aiderait !",yes,no
0x034B25,1085,0x034FC0,"
小孩子需要50元,参观吗?",0x034FBD,ascii,Tickets are 50$.,english_ascii_present,0x034FBD,L'enfant paie 50 $. Tu veux visiter ?,yes,no
0x034B27,1086,0x034FD8,"
好的,50元收下了!",0x034FCE,ascii,Enjoy your visit!,english_ascii_present,0x034FCE,50 $ reçus. Merci !,yes,no
0x034B29,1087,0x034FEA,"
再来啊",0x034FE0,graphical_codes,<B0FB><B0FC><B2AC>,not_translated_in_english,0x034FE0,À bientôt !,yes,no
0x034B2B,1088,0x034FF2,"
太好了,找到了龙骨",0x034E1E,ascii,I like this museum.,english_ascii_present,0x034E1E,"Un os de dragon !
Je l'ai trouvé !",yes,no
0x034B2D,1089,0x035005,"
这个月要去宇宙中",0x034FE7,ascii,Team Rocket is always in the news!,english_ascii_present,0x034FE7,"Ce mois-ci, on part dans l'espace !",yes,no
0x034B2F,1090,0x035017,"
当精灵抓到很多带不了时使用电脑通信存放好",0x03500E,ascii,You can carry six Pok@mon at the most,english_ascii_present,0x03500E,Trop de Pokémon ? Envoie-les au PC.,yes,no
0x034B31,1091,0x035041,"
能带着的精灵是六只",0x035035,ascii,See ya around kid!,english_ascii_present,0x035035,"Tu peux voyager
avec six Pokémon.",yes,no
0x034B33,1092,0x035055,"
我很害怕...我经常在这里听到奇怪的声音",0x035048,ascii,Only the Pok@mon champion is allowedin here!,english_ascii_present,0x035048,"J'entends souvent
d'étranges bruits.",yes,no
0x034B35,1093,0x03507C,"
太不幸了,这家人被偷了!是火箭队干的!即使是警察也拿火箭队没办法!",0x035077,graphical_codes,"000000<B6C6><B0CE><B8E7><B0F8>,<B0EE><B1BF><B2B5><B1B6><B5EF><B0F8>!<B0C2><B5A2><B5A3><B5A4><B5A5><B0BC>!<B1D8><B1A7><B0C2><B5EC><B4B0><B0F6><B0C6><B5A2><B5A3><B5A4><B2B6><B2B7><B2B8>!",not_translated_in_english,0x035077,"Ces pauvres gens
ont été volés.
L'odieuse
Team Rocket
est derrière tout
ça. Même la police
a du mal à lutter !",yes,no
0x034B37,1094,0x0350BC,"
你也有精灵吗!好好磨练吧!",0x0350BD,ascii,Welcome to Ceruleancity!,english_ascii_present,0x0350BD,"Toi aussi, tu as des Pokémon ? Entraîne-les bien !",yes,no
0x034B39,1095,0x0350D6,"
啊...!在完成精灵图鉴吗?太好了",0x0350D6,ascii,Girl:The life of a trainer is tough isn't it?,english_ascii_present,0x0350D6,Tu veux compléter ton Pokédex ? Génial !,yes,no
0x034B3B,1096,0x0350F5,"
我也想要辆自行车",0x0367EA,ascii,"If you press B whena Pok@mon is evolving,that will cancel the process.",english_ascii_present,0x0367EA,"Moi aussi, je veux
un vélo !",yes,no
0x034B3D,1097,0x035107,"
你好!骑自行车的心情你知道吗?",0x035106,ascii,I care for injured Pok@mon.,english_ascii_present,0x035106,"Rouler à vélo, c'est un vrai plaisir !",yes,no
0x034B3F,1098,0x035125,"
我的自行车很漂亮哦",0x035122,graphical_codes,0000<B1C2><B0BC><B2F3><B3A9><BCB2><B3F7><B9D3><B7EE><B2DD>,not_translated_in_english,0x035122,Mon vélo est magnifique !,yes,no
0x034B41,1099,0x035139,"
火箭队让精灵挖洞一定有什么事!",0x03513A,ascii,Why would they do this!?,english_ascii_present,0x03513A,"La Team Rocket fait
creuser les Pokémon
pour une raison...
Pas nette !",yes,no
0x034B43,1100,0x035158,"
找不到被偷的东西就只有放弃了",0x035154,ascii,"Those miserable Rockets! They stoleour ""Dig"" TM!",english_ascii_present,0x035154,"Sans l'objet volé, il faudra tout abandonner...",yes,no
0x034B45,1101,0x035176,"
家里的爷爷想要交换精灵",0x035874,ascii,Bill has lots of Pok@mon!,english_ascii_present,0x035874,"Mon grand-père
voudrait échanger
des Pokémon.",yes,no
0x034B47,1102,0x03518E,"
哎...最近没有发生什么事情...",0x035188,graphical_codes,0000000<B8F3>...<B3F2><B0CD><B2B6><B0AE><B2F4><B1C9><B2AF><B1E6><B1D5><B7AB>...,not_translated_in_english,0x035188,"Pff... Rien de neuf
ces temps-ci...",yes,no
0x034B49,1103,0x0351AC,"
我老是培育不好我的妙娃种子...",0x0351AC,graphical_codes,<0A><B1C2><B2CE><B0C2><B6A3><B6D8><B0CE><B1B4><B1C2><B0BC><B7FC><BEA7><B6AD><B1DF>...,not_translated_in_english,0x0351AC,"Je n'arrive pas
à bien élever
mon Bulbizarre...",yes,no
0x034B4B,1104,0x0351CB,"
让精灵进化图鉴可以增加...",0x0351CB,graphical_codes,<0A><B2CB><B0A1><B0A2><B3DE><B5AB><B2F1><B2F2><B0DE><B0DF><B2FB><B2FC>...,not_translated_in_english,0x0351CB,"Fais évoluer
tes Pokémon :
le Pokédex avance !",yes,no
0x034B4D,1105,0x0351E6,"
听说紫苑镇出现过幽灵精灵呢...",0x0351E6,graphical_codes,<0A><B1F1><B1E7><BDE3><BDE4><B2D6><B0A4><B2F5><B3D4><B8BD><B0A2><B0A1><B0A2><B1EB>...,not_translated_in_english,0x0351E6,"Des Pokémon Spectre
seraient apparus
à Lavanville...",yes,no
0x034B4F,1106,0x035205,"
这里是精灵的墓地,有名的城镇...精灵死的时候都会带到精灵塔",0x035206,ascii,Pok@mon spirits have been seen in the Pok@mon Tower.,english_ascii_present,0x035206,"À Lavanville,
la Tour Pokémon
est un cimetière.",yes,no
0x034B51,1107,0x03523F,"
最近幽灵塔里好象出现幽灵...好像是被火箭队杀害的精灵的幽灵...",0x03523F,ascii,I think they are spirits of Pok@mon the Rockets killed.,english_ascii_present,0x03523F,"Des spectres rôdent
à la Tour Pokémon.
Ce sont sûrement
des Pokémon tués
par la Team Rocket.",yes,no
