stable_key,record_type,dialogue_id,category,layout,speaker,source_offset_or_pointer,chinese_text,english_2015,french_v2_gloss,english_v2,official_reference_class,reference_disposition,reference_url,reference_revision,changed_during_official_reference_pass,english_before_reference_pass,reference_reason,compression,compression_justification,fidelity_comment,alignment_confidence,source_resolution,ai_review_status,human_review_status,human_reviewer,human_review_notes
MAIN:0x030611,MAIN,,Ordinary text,,,0x030611,贵  重,KeyItm,ObjClé,Key,Not identified as a Gen I scene,n/a,,,No,,,yes,The fixed pocket tab is shortened from Key Items to Key to fit its compact label field.,"Uses the interface category for the valuable, nonordinary key-item pocket.",high,pointer_table,ai_source_reviewed,To review,,
MAIN:0x030618,MAIN,,Ordinary text,,,0x030618,威力:,PWR :,00PUI :,Power:,Not identified as a Gen I scene,n/a,,,No,,,no,,Directly labels the move's power value and retains the source colon.,high,pointer_table,ai_source_reviewed,To review,,
MAIN:0x030621,MAIN,,Ordinary text,,,0x030621,命中:,Acc.:,Préc.:,Acc.:,Not identified as a Gen I scene,n/a,,,No,,,yes,Accuracy is abbreviated to Acc. to fit the fixed five-cell move-summary label.,Labels the move's accuracy field with a conventional interface abbreviation and the source colon.,high,pointer_table,ai_source_reviewed,To review,,
MAIN:0x03062E,MAIN,,Ordinary text,,,0x03062E,野生,Wild,Sauv. ,Wild ,Not identified as a Gen I scene,n/a,,,No,,,no,,Preserves the wild-opponent prefix and its significant trailing space before the Pokémon name.,high,pointer_table,ai_source_reviewed,To review,,
MAIN:0x030634,MAIN,,Ordinary text,,,0x030634,对手,Enemy,Ennemi,Enemy ,Not identified as a Gen I scene,n/a,,,No,,,no,,Uses the official Generation I enemy label; runtime tracing confirms that its trailing space joins the following Pokémon name.,high,pointer_table,ai_source_reviewed,To review,,
MAIN:0x03063B,MAIN,,Ordinary text,,,0x03063B,命中要害!,Critical!,Critique!,A critical hit!,Not identified as a Gen I scene,n/a,,,No,,,no,,Uses the standard Pokémon announcement for a hit that strikes a vital point.,high,pointer_table,ai_source_reviewed,To review,,
MAIN:0x030646,MAIN,,Ordinary text,,,0x030646,使用下一个怪兽吗?,Send another PKMN?,Envoyer un Pokémon?,Use next Pokémon?,Not identified as a Gen I scene,n/a,,,No,,,no,,Uses the compact official Generation I prompt for sending the player's next Pokémon.,high,pointer_table,ai_source_reviewed,To review,,
MAIN:0x030659,MAIN,,Ordinary text,,,0x030659,是  否,Yes No,Oui Non,Yes  No,Not identified as a Gen I scene,n/a,,,No,,,no,,Directly renders the two menu choices and retains their two-cell separation.,high,pointer_table,ai_source_reviewed,To review,,
MAIN:0x030660,MAIN,,Ordinary text,,,0x030660,小智要改变怪兽吗?,Switch Pok@mon?,0000000000000Changer Pokémon,Will Ash change Pokémon?,Not identified as a Gen I scene,n/a,,,No,,,no,,Keeps Ash explicitly named while using the official Generation I change-Pokémon wording.,high,pointer_table,ai_source_reviewed,To review,,
MAIN:0x03067D,MAIN,,Ordinary text,,,0x03067D,等级提升到了,Grew to level,000Monte au niv. , grew to level ,Not identified as a Gen I scene,n/a,,,No,,,no,,"Forms the level-up connector between the Pokémon name and the following level number, with both joins preserved.",high,pointer_table,ai_source_reviewed,To review,,
MAIN:0x03068E,MAIN,,Ordinary text,,,0x03068E,已经,already,0000000déjà     ,Status unchanged!,Not identified as a Gen I scene,n/a,,,No,,,no,,Keeps the stat-limit adverb as a leading-space fragment before a following cannot-rise-or-fall suffix. Full-text review: Gives the already-affected branch a complete standalone result before its dedicated routine return.,high,pointer_table,ai_source_reviewed,To review,,
MAIN:0x03069F,MAIN,,Ordinary text,,,0x03069F,攻击力,Attack,Att.,'s Attack,Not identified as a Gen I scene,n/a,,,No,,,yes,The battle renderer concatenates the Pokémon name directly; pointer repacking accommodates the possessive prefix.,Uses the official Generation I possessive construction and the source's Attack stat.,high,pointer_table,ai_source_reviewed,To review,,
MAIN:0x0306A6,MAIN,,Ordinary text,,,0x0306A6,防御力,Defense,Défense,'s Defense,Not identified as a Gen I scene,n/a,,,No,,,yes,The battle renderer concatenates the Pokémon name directly; pointer repacking accommodates the possessive prefix.,Uses the official Generation I possessive construction and the source's Defense stat.,high,pointer_table,ai_source_reviewed,To review,,
MAIN:0x0306AF,MAIN,,Ordinary text,,,0x0306AF,特攻,S.Atk,Atq.S,'s Sp. Atk,Not identified as a Gen I scene,n/a,,,No,,,yes,The battle renderer concatenates the Pokémon name directly; pointer repacking accommodates the possessive prefix.,Uses the official Generation I possessive construction and the standard Sp. Atk abbreviation.,high,pointer_table,ai_source_reviewed,To review,,
MAIN:0x0306B5,MAIN,,Ordinary text,,,0x0306B5,特防,S.DE,D.Sp,'s Sp. Def,Not identified as a Gen I scene,n/a,,,No,,,yes,The battle renderer concatenates the Pokémon name directly; pointer repacking accommodates the possessive prefix.,Uses the official Generation I possessive construction and the standard Sp. Def abbreviation.,high,pointer_table,ai_source_reviewed,To review,,
MAIN:0x0306BA,MAIN,,Ordinary text,,,0x0306BA,速度,Speed,Vit.,'s Speed,Not identified as a Gen I scene,n/a,,,No,,,yes,The battle renderer concatenates the Pokémon name directly; pointer repacking accommodates the possessive prefix.,Uses the official Generation I possessive construction and the source's Speed stat.,high,pointer_table,ai_source_reviewed,To review,,
MAIN:0x0306C0,MAIN,,Ordinary text,,,0x0306C0,命中率,Accuracy,Preci.  ,'s Accuracy,Not identified as a Gen I scene,n/a,,,No,,,yes,"Uses complete, natural English while respecting dialogue pagination and ROM bank limits; no displayed word is truncated.",Uses the official Generation I possessive construction and the source's Accuracy stat. Full-text review: Keeps the full stat name now that all 25 interior cells are cleared between messages.,high,pointer_table,ai_source_reviewed,To review,,
MAIN:0x0306C9,MAIN,,Ordinary text,,,0x0306C9,血值有所恢复,Recovered HP!,PV restaurés !, recovered some HP!,Not identified as a Gen I scene,n/a,,,No,,,no,,Preserves that an unspecified amount of HP was restored and keeps the suffix join after the Pokémon name.,high,pointer_table,ai_source_reviewed,To review,,
MAIN:0x0306D7,MAIN,,Ordinary text,,,0x0306D7,不能行动!,<B0CE><B0EC><B3A9><B0B2>!,ne peut pas agir !, can't move!,Not identified as a Gen I scene,n/a,,,No,,,no,,Directly renders the inability to act as a suffix after the affected Pokémon's name.,high,pointer_table,ai_source_reviewed,To review,,
MAIN:0x0306E1,MAIN,,Ordinary text,,,0x0306E1,一击必杀!,<0A><B1D1><B4AC><BAC5><B8BC>!,K.O. en un coup !,One-hit KO!,Not identified as a Gen I scene,n/a,,,No,,,no,,Uses the standard Pokémon term for the source's explicit one-strike knockout result.,high,pointer_table,ai_source_reviewed,To review,,
MAIN:0x0306EC,MAIN,,Ordinary text,,,0x0306EC,逃跑了!,<0A><B3EF><B8B9><B0F8>!,s'est enfui !, fled!,Not identified as a Gen I scene,n/a,,,No,,,no,,"Renders the completed escape as a suffix after the fleeing Pokémon's name, preserving its leading space.",high,pointer_table,ai_source_reviewed,To review,,
MAIN:0x0306F5,MAIN,,Ordinary text,,,0x0306F5,不能逃!,<0A><B0CE><B0EC><B3EF>!,ne peut pas fuir !,Can't escape!,Not identified as a Gen I scene,n/a,,,No,,,no,,Directly renders the Chinese source as Can't escape!; the 2015 English and French gloss were used only as secondary witnesses.,high,pointer_table,ai_source_reviewed,To review,,
MAIN:0x0306FE,MAIN,,Ordinary text,,,0x0306FE,中毒解除了,<0A><B0DC><B8D8><B9B5><BBB2><B0F8>,n'est plus empoisonné !,No longer poisoned!,Not identified as a Gen I scene,n/a,,,No,,,no,,Directly states that the poisoned condition has ended; no unreadable 2015 graphic residue is reused. Full-text review: Keeps the cured-status sentence on the engine-provided second row.,high,pointer_table,ai_source_reviewed,To review,,
MAIN:0x03070B,MAIN,,Ordinary text,,,0x03070B,醒过来了,Woke up!,se réveille!,Woke up!,Not identified as a Gen I scene,n/a,,,No,,,no,,Directly renders the Chinese source as Woke up!; the 2015 English and French gloss were used only as secondary witnesses.,high,pointer_table,ai_source_reviewed,To review,,
MAIN:0x030714,MAIN,,Ordinary text,,,0x030714,麻痹解除了,<0A><B2ED><B5FA><B9B5><BBB2><B0F8>,n'est plus paralysé !,No longer paralyzed!,Not identified as a Gen I scene,n/a,,,No,,,no,,Directly states that paralysis has ended; no unreadable 2015 graphic residue is reused. Full-text review: Keeps the cured-status sentence on the engine-provided second row.,high,pointer_table,ai_source_reviewed,To review,,
MAIN:0x030720,MAIN,,Ordinary text,,,0x030720,烧伤解除了,<0A><BAE7><B9C7><B9B5><BBB2><B0F8>,n'est plus brûlé !,No longer burned!,Not identified as a Gen I scene,n/a,,,No,,,no,,Directly states that the burned condition has ended; no unreadable 2015 graphic residue is reused. Full-text review: Keeps the cured-status sentence on the engine-provided second row.,high,pointer_table,ai_source_reviewed,To review,,
MAIN:0x03072D,MAIN,,Ordinary text,,,0x03072D,混乱解除了,Recovered!,Restaure! ,No longer confused!,Not identified as a Gen I scene,n/a,,,No,,,no,,Directly states that confusion has ended rather than retaining the vague 2015 recovery message.,high,pointer_table,ai_source_reviewed,To review,,
MAIN:0x030738,MAIN,,Ordinary text,,,0x030738,冰冻解除了,<0A><BAE8><BAD4><B9B5><BBB2><B0F8>,n'est plus gelé !,No longer frozen!,Not identified as a Gen I scene,n/a,,,No,,,no,,Directly renders the Chinese source as No longer frozen!; the 2015 English and French gloss were used only as secondary witnesses. Full-text review: Keeps the cured-status sentence on the engine-provided second row.,high,pointer_table,ai_source_reviewed,To review,,
MAIN:0x030744,MAIN,,Ordinary text,,,0x030744,剧毒解除了,<0A><B7AE><B8D8><B9B5><BBB2><B0F8>,n'est plus gravement empoisonné !,No longer badly poisoned!,Not identified as a Gen I scene,n/a,,,No,,,no,,Preserves the source's distinct severe-poison condition and states that it has ended. Full-text review: Keeps the complete severe-poison cure formula within the fully cleared 25-cell row.,high,pointer_table,ai_source_reviewed,To review,,
MAIN:0x030750,MAIN,,Ordinary text,,,0x030750,害怕解除了,<0A><B3EE><B8AC><B9B5><BBB2><B0F8>,n'a plus peur !,No longer afraid!,Not identified as a Gen I scene,n/a,,,No,,,no,,Directly states that the fear condition has ended; no unreadable 2015 graphic residue is reused. Full-text review: Keeps the cured-flinch sentence on the engine-provided second row.,high,pointer_table,ai_source_reviewed,To review,,
MAIN:0x03075C,MAIN,,Ordinary text,,,0x03075C,得到了,You got,Obtenu! ,Got ,Not identified as a Gen I scene,n/a,,,No,,,no,,The trailing space is deliberate: this obtained-value fragment precedes a dynamically inserted object name or prize amount.,high,pointer_table,ai_source_reviewed,To review,,
MAIN:0x030765,MAIN,,Ordinary text,,,0x030765,支付了,Lost,Perdu,Paid ,Not identified as a Gen I scene,n/a,,,No,,,no,,The trailing space is deliberate: this payment fragment precedes a dynamically inserted amount.,high,pointer_table,ai_source_reviewed,To review,,
MAIN:0x03076B,MAIN,,Ordinary text,,,0x03076B,和,Trainer,00Dresseur,Trainer ,Not identified as a Gen I scene,n/a,,,No,,,no,,Executable tracing proves that no player name precedes this fragment; it therefore labels the following dynamic opponent name as the winning Trainer.,high,pointer_table,ai_source_reviewed,To review,,
MAIN:0x030775,MAIN,,Ordinary text,,,0x030775,比试失败了,Won!,Vic!,won!,Not identified as a Gen I scene,n/a,,,No,,,no,,Completes the executable two-line loss message as 'Trainer <name>' followed by 'won!'.,high,pointer_table,ai_source_reviewed,To review,,
MAIN:0x03077A,MAIN,,Ordinary text,,,0x03077A,需要,000<B3C7><B0C3>,Requis :,Requires ,Not identified as a Gen I scene,n/a,,,No,,,no,,The trailing space is deliberate because this requirement fragment precedes a dynamically selected Badge label.,high,pointer_table,ai_source_reviewed,To review,,
MAIN:0x030782,MAIN,,Ordinary text,,,0x030782,蓝色徽章,<0A><B4D0><B4BC><B3D1><B3D2>,Badge Cascade,Cascade Badge,Not identified as a Gen I scene,n/a,,,No,,,no,,"Keeps the Chinese color label Blue Badge; the executable badge identity may correspond to Cascade Badge, but the source itself does not say Cascade. Full-text review: Uses the official Badge name for the blue/Cut requirement.",high,pointer_table,ai_source_reviewed,To review,,
MAIN:0x03078C,MAIN,,Ordinary text,,,0x03078C,橙色徽章,<0A><B7EB><B4BC><B3D1><B3D2>,Badge Foudre,Thunder Badge,Not identified as a Gen I scene,n/a,,,No,,,no,,"Keeps the Chinese color label Orange Badge; the executable badge identity may correspond to Thunder Badge, but the source itself does not say Thunder. Full-text review: Uses the official Badge name for the orange requirement.",high,pointer_table,ai_source_reviewed,To review,,
MAIN:0x030796,MAIN,,Ordinary text,,,0x030796,粉红徽章,<0A><BBB3><B5CE><B3D1><B3D2>,Badge Âme,Soul Badge,Not identified as a Gen I scene,n/a,,,No,,,no,,"Keeps the Chinese color label Pink Badge; the executable badge identity may correspond to Soul Badge, but the source itself does not say Soul. Full-text review: Uses the official Badge name for the pink/Surf requirement.",high,pointer_table,ai_source_reviewed,To review,,
MAIN:0x0307A0,MAIN,,Ordinary text,,,0x0307A0,彩虹徽章,<0A><B6CA><B8FD><B3D1><B3D2>,Badge Prisme,Rainbow Badge,Not identified as a Gen I scene,n/a,,,No,,,no,,"Directly preserves Rainbow Badge, whose Chinese label and established official English identity coincide. Full-text review: Retains the official Rainbow Badge name.",high,pointer_table,ai_source_reviewed,To review,,
MAIN:0x0307AA,MAIN,,Ordinary text,,,0x0307AA,灰色徽章,<0A><B4BB><B4BC><B3D1><B3D2>,Badge Roche,Boulder Badge,Not identified as a Gen I scene,n/a,,,No,,,no,,"Keeps the Chinese color label Gray Badge; the executable badge identity may correspond to Boulder Badge, but the source itself does not say Boulder. Full-text review: Uses the official Badge name for the gray/Flash requirement.",high,pointer_table,ai_source_reviewed,To review,,
MAIN:0x0307B9,MAIN,,Ordinary text,,,0x0307B9,不能中毒!,<0A><B0CE><B0EC><B0DC><B8D8>!,ne peut pas être empoisonné !,"
Can't be poisoned!",Not identified as a Gen I scene,n/a,,,No,,,no,,Directly renders the Chinese source as Can't be poisoned!; the 2015 English and French gloss were used only as secondary witnesses. Full-text review: Moves the poison-immunity result to row two after the Pokémon name.,high,pointer_table,ai_source_reviewed,To review,,
MAIN:0x0307C4,MAIN,,Ordinary text,,,0x0307C4,不能烧伤!,<0A><B0CE><B0EC><BAE7><B9C7>!,ne peut pas être brûlé !,"
Can't be burned!",Not identified as a Gen I scene,n/a,,,No,,,no,,Directly renders the Chinese source as Can't be burned!; the 2015 English and French gloss were used only as secondary witnesses. Full-text review: Moves the burn-immunity result to row two after the Pokémon name.,high,pointer_table,ai_source_reviewed,To review,,
