surface,stable_key,domain,source_text,previous_english,reviewed_english,status,review_class,reason,encoded_length,layout
catalogue,MAIN:0x030939,fixed_or_dynamic,也有所损伤,Also took damage!,Also took damage!,reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",17,
catalogue,MAIN:0x03094A,fixed_or_dynamic,受到诅咒,Was cursed!,Was cursed!,reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",11,
catalogue,MAIN:0x030955,fixed_or_dynamic,血值恢复了,HP restored!,HP restored!,reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",12,
catalogue,MAIN:0x030AB5,fixed_or_dynamic,经验值得到了!, EXP gained!, EXP gained!,reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",12,
catalogue,MAIN:0x030AC9,fixed_or_dynamic,钱不够,Not enough money!,Not enough money!,reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",17,
catalogue,MAIN:0x030ADB,fixed_or_dynamic,打败了,Ash defeated ,Ash defeated ,reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",13,
catalogue,MAIN:0x030AE5,fixed_or_dynamic,撞击,Tackle,Tackle,reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",6,
catalogue,MAIN:0x030F83,fixed_or_dynamic,梦幻船票,Mystic Ticket,MystTkt,corrected,fixed_item_name_7,Abbreviates Mystic Ticket for the seven-cell Bag-list field.,7,
catalogue,MAIN:0x030F8E,fixed_or_dynamic,叶之石,Leaf Stone,LeafSt.,corrected,fixed_item_name_7,Abbreviates Leaf Stone for the seven-cell Bag-list field.,7,
catalogue,MAIN:0x0310FB,fixed_or_dynamic,火花,Ember,Ember,reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",5,
catalogue,MAIN:0x031101,fixed_or_dynamic,火炎车,FlameWhl,FlameWhl,reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",8,
catalogue,MAIN:0x031108,fixed_or_dynamic,炎之拳,FirePnch,FirePnch,reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",8,
catalogue,MAIN:0x03110F,fixed_or_dynamic,火炎放射,Flamethr,Flamethr,reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",8,
catalogue,MAIN:0x031118,fixed_or_dynamic,神圣火焰,SacrFire,SacrFire,reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",8,
catalogue,MAIN:0x03111F,fixed_or_dynamic,大文字烧,FireBlst,FireBlst,reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",8,
catalogue,MAIN:0x031126,fixed_or_dynamic,喷火,Eruption,Eruption,reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",8,
catalogue,MAIN:0x03112C,fixed_or_dynamic,鬼火,WillWisp,WillWisp,reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",8,
catalogue,MAIN:0x031131,fixed_or_dynamic,泡泡,Bubble,Bubble,reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",6,
catalogue,MAIN:0x031138,fixed_or_dynamic,水枪,Watr Gun,Watr Gun,reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",8,
catalogue,MAIN:0x031142,fixed_or_dynamic,水之波动,WatrPlse,WatrPlse,reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",8,
catalogue,MAIN:0x031149,fixed_or_dynamic,泡泡光线,BubbleBm,BubbleBm,reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",8,
catalogue,MAIN:0x031150,fixed_or_dynamic,墨汁炮,Octazook,Octazook,reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",8,
catalogue,MAIN:0x03115A,fixed_or_dynamic,大钳槌,Crabhamr,Crabhamr,reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",8,
catalogue,MAIN:0x031166,fixed_or_dynamic,高压水泵,HydroPmp,HydroPmp,reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",8,
catalogue,MAIN:0x031170,fixed_or_dynamic,喷水,WtrSpout,WtrSpout,reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",8,
catalogue,MAIN:0x031177,fixed_or_dynamic,贝壳夹,Clamp,Clamp,reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",5,
catalogue,MAIN:0x03117D,fixed_or_dynamic,躲进贝壳,Withdraw,Withdraw,reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",8,
catalogue,MAIN:0x031186,fixed_or_dynamic,电气,ThndrShk,ThndrShk,reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",8,
catalogue,MAIN:0x03118F,fixed_or_dynamic,电击波,ShockWav,ShockWav,reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",8,
catalogue,MAIN:0x031196,fixed_or_dynamic,电火花,Spark,Spark,reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",5,
catalogue,MAIN:0x03119C,fixed_or_dynamic,闪电拳,ThndrPch,ThndrPch,reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",8,
catalogue,MAIN:0x0311A5,fixed_or_dynamic,十万伏特,ThndrBlt,ThndrBlt,reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",8,
catalogue,MAIN:0x0311AE,fixed_or_dynamic,电磁炮,ZapCanon,ZapCanon,reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",8,
catalogue,MAIN:0x0311B5,fixed_or_dynamic,高压电击,VoltTckl,VoltTckl,reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",8,
catalogue,MAIN:0x0311BC,fixed_or_dynamic,雷电,Thunder,Thunder,reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",7,
catalogue,MAIN:0x0311C4,fixed_or_dynamic,电磁波,ThndrWav,ThndrWav,reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",8,
catalogue,MAIN:0x0311CD,fixed_or_dynamic,吸取,Absorb,Absorb,reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",6,
catalogue,MAIN:0x0311D4,fixed_or_dynamic,百力吸取,MegaDrn,MegaDrn,reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",7,
catalogue,MAIN:0x0311DB,fixed_or_dynamic,亿力吸取,GigaDrn,GigaDrn,reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",7,
catalogue,MAIN:0x0311E2,fixed_or_dynamic,蔓藤鞭,VineWhip,VineWhip,reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",8,
catalogue,MAIN:0x0311E7,fixed_or_dynamic,蔓藤鞭,Vine,Vine,reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",4,
catalogue,MAIN:0x0311EC,fixed_or_dynamic,飞叶快刀,RazorLef,RazorLef,reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",8,
catalogue,MAIN:0x0311F3,fixed_or_dynamic,魔叶斩,LeafSlsh,LeafSlsh,reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",8,
catalogue,MAIN:0x0311FA,fixed_or_dynamic,刃叶斩,LeafBlde,LeafBlde,reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",8,
catalogue,MAIN:0x0311FF,fixed_or_dynamic,刃叶斩,Leaf,Leaf,reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",4,
catalogue,MAIN:0x031204,fixed_or_dynamic,太阳光线,SolarBem,SolarBem,reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",8,
catalogue,MAIN:0x03120B,fixed_or_dynamic,硬化植物,FrnzyPlt,FrnzyPlt,reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",8,
catalogue,MAIN:0x031212,fixed_or_dynamic,草笛,GrssWstl,GrssWstl,reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",8,
catalogue,MAIN:0x03121B,fixed_or_dynamic,催眠粉,SlpPowdr,SlpPowdr,reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",8,
catalogue,MAIN:0x031224,fixed_or_dynamic,蘑菇孢子,Spore,Spore,reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",5,
catalogue,MAIN:0x03122A,fixed_or_dynamic,麻痹粉,StunSpor,StunSpor,reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",8,
catalogue,MAIN:0x031231,fixed_or_dynamic,细雪,PwdrSnow,PwdrSnow,reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",8,
catalogue,MAIN:0x031238,fixed_or_dynamic,冰结之风,Icy Wind,Icy Wind,reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",8,
catalogue,MAIN:0x031241,fixed_or_dynamic,极光光线,AuroraBm,AuroraBm,reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",8,
catalogue,MAIN:0x031248,fixed_or_dynamic,冷冻拳,IcePnch,IcePnch,reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",7,
catalogue,MAIN:0x031252,fixed_or_dynamic,冷冻光线,Ice Beam,Ice Beam,reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",8,
catalogue,MAIN:0x03125B,fixed_or_dynamic,吹雪,Blizzard,Blizzard,reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",8,
catalogue,MAIN:0x031264,fixed_or_dynamic,绝对零度,SheerCld,SheerCld,reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",8,
catalogue,MAIN:0x03126B,fixed_or_dynamic,扔泥,Mud-Slap,Mud-Slap,reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",8,
catalogue,MAIN:0x031274,fixed_or_dynamic,泥浆喷射,Mud Shot,Mud Shot,reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",8,
catalogue,MAIN:0x03127D,fixed_or_dynamic,挖洞,Dig,Dig,reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",3,
catalogue,MAIN:0x031281,fixed_or_dynamic,骨头击,BoneClub,BoneClub,reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",8,
catalogue,MAIN:0x031286,fixed_or_dynamic,骨头击,Bone,Bone,reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",4,
catalogue,MAIN:0x03128B,fixed_or_dynamic,地震,EarthQke,EarthQke,reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",8,
catalogue,MAIN:0x031292,fixed_or_dynamic,骨头旋镖,BoneRang,BoneRang,reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",8,
catalogue,MAIN:0x03129D,fixed_or_dynamic,地裂,Fissure,Fissure,reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",7,
catalogue,MAIN:0x0312A9,fixed_or_dynamic,扔沙,SandAtk,SandAtk,reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",7,
catalogue,MAIN:0x0312B0,fixed_or_dynamic,落石,RockThrw,RockThrw,reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",8,
catalogue,MAIN:0x0312B7,fixed_or_dynamic,岩石封杀,RockTomb,RockTomb,reviewed_no_change,full_corpus_review,"Reviewed against Chinese source, runtime role, and English style; no certain change required.",8,
