stable_key,record_type,entry_index,dialogue_id,category,source_offset_or_pointer,script_line,pointer_references,selected_pointer_references,layout,speaker,chinese_record_indexes,chinese_offsets,chinese_text,english_2015_storage,english_2015,french_v2_gloss,english_v2,editorial_origin,alignment_method,alignment_confidence,source_resolution,review_status,encoded_length,source_capacity_bytes,compression,compression_justification,fidelity_comment,secondary_french_provenance,multi_source_mode,pointer_variant_count,storage_overlap_group,storage_overlap_role
MAIN:0x030519,MAIN,65,,Ordinary text,0x030519,6050,0x0300CD,0x0300CD,,,80,0x030519,蓄集打消,graphical_codes,<0A><BBAA><B6B8><B0CF><B4F1>,cesse d'accumuler de l'énergie !, stopped storing power!,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,23,9,no,,Preserves cancellation of the stored-power state rather than describing an attack or ordinary failure. Full-text review: Keeps the release-cancel message intact on the engine-provided second row.,French v2 secondary gloss only,,,,
MAIN:0x030523,MAIN,66,,Ordinary text,0x030523,6051,0x0300CF,0x0300CF,,,81,0x030523,飞上高空,graphical_codes,<0A><B1AC><B1E5><B8AF><B1A2>,s'envole haut dans le ciel !, flew high into the sky!,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,24,9,no,,Directly describes the airborne preparation state and retains the suffix join after the Pokémon name. Full-text review: Uses exactly 24 artifact-free cells on the engine-provided second row.,French v2 secondary gloss only,,,,
MAIN:0x03052D,MAIN,67,,Ordinary text,0x03052D,6052,0x0300D1,0x0300D1,,,82,0x03052D,舍命一击,graphical_codes,<0A><BBAB><B4B9><B1D1><B4AC>,frappe au péril de sa vie !, risked everything!,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,19,9,no,,Keeps both the self-endangering commitment and the single all-out strike expressed by the Chinese. Full-text review: Keeps the one-strike risk in a natural compact formula.,French v2 secondary gloss only,,,,
MAIN:0x030537,MAIN,68,,Ordinary text,0x030537,6053,0x0300D3,0x0300D3,,,83,0x030537,蓄集神力,graphical_codes,<0A><BBAA><B6B8><B6DD><B0E3>,concentre une force mystique !, gathered mystical power!,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,25,9,no,,Preserves the preparatory gathering of mystical power as a distinct first-stage action. Full-text review: Keeps the complete charge wording within the fully cleared 25-cell row.,French v2 secondary gloss only,,,,
MAIN:0x030541,MAIN,69,,Ordinary text,0x030541,6054,0x0300D5,0x0300D5,,,84,0x030541,神力射出,graphical_codes,<0A><B6DD><B0E3><BBA8><B0A4>,libère sa force mystique !, released mystic power!,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,23,9,no,,Preserves the release stage paired with the preceding mystical-power charge. Full-text review: Keeps the release meaning within 22 second-row cells.,French v2 secondary gloss only,,,,
MAIN:0x03054B,MAIN,70,,Ordinary text,0x03054B,6055,0x0300D7,0x0300D7,,,85,0x03054B,预知未来,graphical_codes,<0A><B6EC><B2D7><B3E5><B0FC>,prévoit une attaque !, foresaw an attack!,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,19,9,no,,Renders the Future Sight setup action while avoiding a premature claim that damage has already occurred. Full-text review: Keeps the foresight message intact on the engine-provided second row.,French v2 secondary gloss only,,,,
MAIN:0x030555,MAIN,71,,Ordinary text,0x030555,6056,0x0300D9,0x0300D9,,,86,0x030555,受到预知未来攻击,graphical_codes,<0A><B4A9><B0DB><B6EC><B2D7><B3E5><B0FC><B4AB><B4AC>,subit l'attaque Prescience !, hit by Future Sight!,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,21,17,no,,Identifies the delayed Future Sight hit and keeps the leading join after the target Pokémon's name. Full-text review: Keeps the named move and result within one second row.,French v2 secondary gloss only,,,,
MAIN:0x030567,MAIN,72,,Ordinary text,0x030567,6057,0x0300DB,0x0300DB,,,87,0x030567,吃掉了,graphical_codes,<0A><B9B3><B8AB><B0F8>,dévore le rêve de, ate ,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,5,7,no,,"Forms the verb between the acting Pokémon and target names in the dream-eating sentence, with both joins intact.",French v2 secondary gloss only,,,,
MAIN:0x03056F,MAIN,73,,Ordinary text,0x03056F,6058,0x0300DD,0x0300DD,,,88,0x03056F,的梦,graphical_codes,<0A><B0BC><B1D6>, !,'s dream!,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,9,5,no,,Completes the dream-eating construction as a possessive suffix directly after the target's name.,French v2 secondary gloss only,,,,
MAIN:0x030575,MAIN,74,,Ordinary text,0x030575,6059,0x0300DF,0x0300DF,,,89,0x030575,发怒了,graphical_codes,<0A><B2F4><BAF0><B0F8>,entre en colère !, flew into a rage!,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,18,7,no,,Conveys the acting Pokémon becoming enraged and retains the leading suffix join. Full-text review: Keeps the rage message intact on the engine-provided second row.,French v2 secondary gloss only,,,,
MAIN:0x03057D,MAIN,75,,Ordinary text,0x03057D,6060,0x0300E1,0x0300E1,,,90,0x03057D,受到诅咒,graphical_codes,<0A><B4A9><B0DB><B9BA><B9BB>,est maudit !, was cursed!,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,12,9,no,,"Directly renders the curse applied to the named Pokémon, including its structural leading space.",French v2 secondary gloss only,,,,
MAIN:0x030588,MAIN,76,,Ordinary text,0x030588,166,0x0300E3,0x0300E3,,,91,0x030587,战斗,ascii,Fight,Att. ,Fight,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,5,5,no,,Uses the standard battle command for the attack-selection branch of the executable menu.,French v2 secondary gloss only,,,,
MAIN:0x03058E,MAIN,77,,Ordinary text,0x03058E,167,0x0300E5,0x0300E5,,,92,0x03058D,背包,ascii,Item,Objet, Bag,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,4,5,no,,Uses the official Pokémon interface term and preserves the leading separator required by the original 16-glyph battle-command renderer.,French v2 secondary gloss only,,,,
MAIN:0x030594,MAIN,78,,Ordinary text,0x030594,168,0x0300E7,0x0300E7,,,93,0x030593,精灵,ascii,PKMN,PKMN,PKMN,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,4,4,yes,"The fixed battle menu provides four cells, so Pokémon is abbreviated to the conventional PKMN label.",Represents the party-Pokémon command in the fixed-width four-cell battle menu without the forbidden at-sign substitution.,French v2 secondary gloss only,,,,
MAIN:0x030599,MAIN,79,,Ordinary text,0x030599,169,0x0300E9,0x0300E9,,,94,0x030599,逃跑,ascii,Ru, Fu,Run,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,3,3,no,,Restores the complete flee command in the executable battle menu.,French v2 secondary gloss only,,,,
MAIN:0x0305E8,MAIN,80,,Ordinary text,0x0305E8,175,,0x03010F,,,113,0x0305E7,战斗,ascii,Send,Envoi ,Battle,translated_directly_from_reviewed_chinese_source_ai_review,containing_offset,medium,reviewed_source_adjudication,ai_source_reviewed,6,6,no,,Corrects the party-menu command to Battle from the reviewed Chinese source; the old Send label expressed a different action.,French v2 secondary gloss only,,,,
MAIN:0x0305F5,MAIN,81,,Ordinary text,0x0305F5,5426,0x030115,0x030115,,,116,0x0305F9,普  通,ascii,00Item,   00Objet,Items,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,5,9,no,,The executable inventory tabs show this general category as the ordinary-items pocket.,French v2 secondary gloss only,,,,
MAIN:0x030602,MAIN,82,,Ordinary text,0x030602,176,0x030117,0x030117,,,117,0x030601,精灵球,ascii,Balls,Balle,Balls,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,5,5,yes,"The fixed pocket tab has five cells, so Poké Ball is shortened to the unambiguous Balls label.",Labels the Poké Ball pocket while keeping the fixed five-cell interface width.,French v2 secondary gloss only,,,,
MAIN:0x030608,MAIN,83,,Ordinary text,0x030608,177,0x030119,0x030119,,,118,0x030609,秘传技,ascii,TM/HMs,00CT/CS ,TM/HM,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,5,8,yes,The compact inventory tab uses the standard TM/HM acronym for Technical and Hidden Machines.,Executable item grouping confirms this pocket contains the machines for teachable and hidden moves.,French v2 secondary gloss only,,,,
MAIN:0x030611,MAIN,84,,Ordinary text,0x030611,5823,0x03011B,0x03011B,,,119,0x030611,贵  重,ascii,KeyItm,ObjClé,Key,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,3,6,yes,The fixed pocket tab is shortened from Key Items to Key to fit its compact label field.,"Uses the interface category for the valuable, nonordinary key-item pocket.",French v2 secondary gloss only,,,,
MAIN:0x030618,MAIN,85,,Ordinary text,0x030618,5427,0x03011D,0x03011D,,,120,0x030619,威力:,ascii,PWR :,00PUI :,Power:,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,6,7,no,,Directly labels the move's power value and retains the source colon.,French v2 secondary gloss only,,,,
MAIN:0x030621,MAIN,86,,Ordinary text,0x030621,5824,0x03011F,0x03011F,,,121,0x030620,命中:,ascii,Acc.:,Préc.:,Acc.:,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,5,5,yes,Accuracy is abbreviated to Acc. to fit the fixed five-cell move-summary label.,Labels the move's accuracy field with a conventional interface abbreviation and the source colon.,French v2 secondary gloss only,,,,
MAIN:0x03062E,MAIN,87,,Ordinary text,0x03062E,5825,0x030123,0x030123,,,123,0x03062E,野生,ascii,Wild,Sauv. ,Wild ,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,5,5,no,,Preserves the wild-opponent prefix and its significant trailing space before the Pokémon name.,French v2 secondary gloss only,,,,
MAIN:0x030634,MAIN,88,,Ordinary text,0x030634,178,0x030125,0x030125,,,124,0x030634,对手,ascii,Enemy,Ennemi,Enemy ,adapted_from_official_english_gen1_with_chinese_fidelity_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,6,6,no,,Uses the official Generation I enemy label; runtime tracing confirms that its trailing space joins the following Pokémon name.,French v2 secondary gloss only,,,,
MAIN:0x03063B,MAIN,89,,Ordinary text,0x03063B,5421,0x030127,0x030127,,,125,0x03063A,命中要害!,ascii,Critical!,Critique!,A critical hit!,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,15,9,no,,Uses the standard Pokémon announcement for a hit that strikes a vital point.,French v2 secondary gloss only,,,,
MAIN:0x030646,MAIN,90,,Ordinary text,0x030646,179,0x030129,0x030129,,,126,0x030645,使用下一个怪兽吗?,ascii,Send another PKMN?,Envoyer un Pokémon?,Use next Pokémon?,adapted_from_official_english_gen1_with_chinese_fidelity_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,17,18,no,,Uses the compact official Generation I prompt for sending the player's next Pokémon.,French v2 secondary gloss only,,,,
MAIN:0x030659,MAIN,91,,Ordinary text,0x030659,180,0x03012B,0x03012B,,,127,0x030658,是  否,ascii,Yes No,Oui Non,Yes  No,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,7,6,no,,Directly renders the two menu choices and retains their two-cell separation.,French v2 secondary gloss only,,,,
MAIN:0x030660,MAIN,92,,Ordinary text,0x030660,150,0x03012F,0x03012F,,,129,0x03066C,小智要改变怪兽吗?,ascii,Switch Pok@mon?,0000000000000Changer Pokémon,Will Ash change Pokémon?,adapted_from_official_english_gen1_with_chinese_fidelity_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,24,28,no,,Keeps Ash explicitly named while using the official Generation I change-Pokémon wording.,French v2 secondary gloss only,,,,
MAIN:0x03067D,MAIN,93,,Ordinary text,0x03067D,151,0x030131,0x030131,,,130,0x03067F,等级提升到了,ascii,Grew to level,000Monte au niv. , grew to level ,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,15,16,no,,"Forms the level-up connector between the Pokémon name and the following level number, with both joins preserved.",French v2 secondary gloss only,,,,
MAIN:0x03068E,MAIN,94,,Ordinary text,0x03068E,5422,0x030135,0x030135,,,132,0x030698,已经,ascii,already,0000000déjà     ,Status unchanged!,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,17,15,no,,Keeps the stat-limit adverb as a leading-space fragment before a following cannot-rise-or-fall suffix. Full-text review: Gives the already-affected branch a complete standalone result before its dedicated routine return.,French v2 secondary gloss only,,,,
MAIN:0x03069F,MAIN,95,,Ordinary text,0x03069F,5809,0x030137,0x030137,,,133,0x03069E,攻击力,ascii,Attack,Att.,'s Attack,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,9,6,yes,The battle renderer concatenates the Pokémon name directly; pointer repacking accommodates the possessive prefix.,Uses the official Generation I possessive construction and the source's Attack stat.,French v2 secondary gloss only,,,,
MAIN:0x0306A6,MAIN,96,,Ordinary text,0x0306A6,5826,0x030139,0x030139,,,134,0x0306A6,防御力,ascii,Defense,Défense,'s Defense,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,10,7,yes,The battle renderer concatenates the Pokémon name directly; pointer repacking accommodates the possessive prefix.,Uses the official Generation I possessive construction and the source's Defense stat.,French v2 secondary gloss only,,,,
MAIN:0x0306AF,MAIN,97,,Ordinary text,0x0306AF,5827,0x03013B,0x03013B,,,135,0x0306AE,特攻,ascii,S.Atk,Atq.S,'s Sp. Atk,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,10,5,yes,The battle renderer concatenates the Pokémon name directly; pointer repacking accommodates the possessive prefix.,Uses the official Generation I possessive construction and the standard Sp. Atk abbreviation.,French v2 secondary gloss only,,,,
MAIN:0x0306B5,MAIN,98,,Ordinary text,0x0306B5,5828,0x03013D,0x03013D,,,136,0x0306B4,特防,ascii,S.DE,D.Sp,'s Sp. Def,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,10,4,yes,The battle renderer concatenates the Pokémon name directly; pointer repacking accommodates the possessive prefix.,Uses the official Generation I possessive construction and the standard Sp. Def abbreviation.,French v2 secondary gloss only,,,,
MAIN:0x0306BA,MAIN,99,,Ordinary text,0x0306BA,5829,0x03013F,0x03013F,,,137,0x0306BA,速度,ascii,Speed,Vit.,'s Speed,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,8,5,yes,The battle renderer concatenates the Pokémon name directly; pointer repacking accommodates the possessive prefix.,Uses the official Generation I possessive construction and the source's Speed stat.,French v2 secondary gloss only,,,,
MAIN:0x0306C0,MAIN,100,,Ordinary text,0x0306C0,5428,0x030141,0x030141,,,138,0x0306C0,命中率,ascii,Accuracy,Preci.  ,'s Accuracy,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,11,8,yes,"Uses complete, natural English while respecting dialogue pagination and ROM bank limits; no displayed word is truncated.",Uses the official Generation I possessive construction and the source's Accuracy stat. Full-text review: Keeps the full stat name now that all 25 interior cells are cleared between messages.,French v2 secondary gloss only,,,,
MAIN:0x0306C9,MAIN,101,,Ordinary text,0x0306C9,181,0x030143,0x030143,,,139,0x0306C8,血值有所恢复,ascii,Recovered HP!,PV restaurés !, recovered some HP!,translated_directly_from_chinese_ai_review,pointer_table,high,pointer_table,ai_source_reviewed,19,13,no,,Preserves that an unspecified amount of HP was restored and keeps the suffix join after the Pokémon name.,French v2 secondary gloss only,,,,
